gameid,side,teamname,teamid,result,firstblood,team kpm,firstdragon,firstherald,firstbaron,firsttower
10816-10816_game_1,Red,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,0,0.0,0.2116,,,,
10816-10816_game_2,Blue,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,1,1.0,1.076,,,,
10816-10816_game_2,Red,MiaoJing (妙竞),oe:team:3fbe14cabc2c91b41d58e14930276fd,0,0.0,0.3443,,,,
LOLTMNT02_58647,Blue,Antic Esports,oe:team:22fca4d0e6f23af1d0bfc7b3b4de18c,1,0.0,0.7574,1.0,1.0,1.0,1.0
LOLTMNT02_58647,Red,Kanga Esports,oe:team:40ca71047541a6edbbb6e29893f9058,0,1.0,0.2634,0.0,0.0,0.0,0.0
10816-10816_game_3,Blue,MiaoJing (妙竞),oe:team:3fbe14cabc2c91b41d58e14930276fd,0,1.0,0.3814,,,,
10816-10816_game_3,Red,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,1,0.0,0.4988,,,,
LOLTMNT02_58676,Blue,Kanga Esports,oe:team:40ca71047541a6edbbb6e29893f9058,0,0.0,0.1642,0.0,0.0,0.0,0.0
LOLTMNT02_58676,Red,Antic Esports,oe:team:22fca4d0e6f23af1d0bfc7b3b4de18c,1,1.0,1.1902,1.0,1.0,1.0,1.0
LOLTMNT02_58682,Blue,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,0,0.0,0.0306,0.0,1.0,0.0,0.0
LOLTMNT02_58682,Red,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1.0,0.4286,1.0,0.0,1.0,1.0
10817-10817_game_1,Blue,LGD Gaming Young Team,oe:team:6100f2588a65a71921d4f8ee206d94e,1,0.0,0.5336,,,,
10817-10817_game_1,Red,EDG Youth Team,oe:team:6a04b6d8daa2cb0c623e81db686de40,0,1.0,0.1668,,,,
LOLTMNT02_59611,Blue,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,0,1.0,0.3713,0.0,1.0,0.0,1.0
LOLTMNT02_59611,Red,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,0.0,0.6498,1.0,0.0,1.0,0.0
10817-10817_game_2,Blue,EDG Youth Team,oe:team:6a04b6d8daa2cb0c623e81db686de40,0,1.0,0.6328,,,,
10817-10817_game_2,Red,LGD Gaming Young Team,oe:team:6100f2588a65a71921d4f8ee206d94e,1,0.0,0.4972,,,,
10781-10781_game_1,Blue,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,0.0,0.3776,,,,
10781-10781_game_1,Red,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,0,1.0,0.0629,,,,
10818-10818_game_1,Blue,Oh My God Academy,oe:team:d6ede6ace357c075af068ccac12ae9f,1,1.0,0.5655,,,,
10818-10818_game_1,Red,Anyone's Legend.Young,oe:team:4278e8a32eefe381f75ac6d09218de3,0,0.0,0.3959,,,,
10781-10781_game_2,Blue,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,0,1.0,0.4566,,,,
10781-10781_game_2,Red,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,0.0,0.4566,,,,
LOLTMNT02_58729,Blue,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,0.0,0.4331,1.0,1.0,1.0,1.0
LOLTMNT02_58729,Red,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,0,1.0,0.2998,0.0,0.0,0.0,0.0
10818-10818_game_2,Blue,Anyone's Legend.Young,oe:team:4278e8a32eefe381f75ac6d09218de3,1,0.0,0.348,,,,
10818-10818_game_2,Red,Oh My God Academy,oe:team:d6ede6ace357c075af068ccac12ae9f,0,1.0,0.2436,,,,
10782-10782_game_1,Blue,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,1,1.0,0.5474,,,,
10782-10782_game_1,Red,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,0,0.0,0.2129,,,,
10818-10818_game_3,Blue,Oh My God Academy,oe:team:d6ede6ace357c075af068ccac12ae9f,1,1.0,0.4247,,,,
10818-10818_game_3,Red,Anyone's Legend.Young,oe:team:4278e8a32eefe381f75ac6d09218de3,0,0.0,0.455,,,,
10782-10782_game_2,Blue,Royal Never Give Up,oe:team:73f3126d91d35faa5d5ce34abadb865,0,0.0,0.1202,,,,
10782-10782_game_2,Red,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,1,1.0,0.3307,,,,
LOLTMNT02_59735,Blue,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,0,1.0,0.2798,0.0,1.0,0.0,0.0
LOLTMNT02_59735,Red,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,0.0,0.7195,1.0,0.0,1.0,1.0
LOLTMNT02_58898,Blue,Rebels Gaming,oe:team:60411922d8062ecea0c728af9c876a0,0,0.0,0.1113,0.0,0.0,0.0,1.0
LOLTMNT02_58898,Red,ZETA,oe:team:50c26816bdd3bb2a02def8e11a5cd5a,1,1.0,0.5566,1.0,1.0,1.0,0.0
LOLTMNT05_22657,Blue,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,1,1.0,1.1831,0.0,1.0,1.0,1.0
LOLTMNT05_22657,Red,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,0,0.0,0.4394,1.0,0.0,0.0,0.0
LOLTMNT05_23768,Blue,Eintracht Frankfurt,oe:team:48199c3e87ac9d14cdf50169f8eaabc,0,0.0,0.468,0.0,0.0,0.0,0.0
LOLTMNT05_23768,Red,Berlin International Gaming,oe:team:3de935df8f40fbb4d0e564d4a20e6cb,1,1.0,0.8112,1.0,1.0,1.0,1.0
LOLTMNT05_23776,Blue,Verdant,oe:team:b33646d7b7b14dd6da17a88f6ddb592,0,1.0,0.1511,1.0,0.0,0.0,0.0
LOLTMNT05_23776,Red,Lundqvist Lightside,oe:team:91e745607dea86d98f6307553e0491d,1,0.0,0.5743,0.0,1.0,1.0,1.0
LOLTMNT02_59832,Blue,Gamespace Mediterranean College Esports,oe:team:4410ecf1b88f1316b6e6c110120c896,1,1.0,0.7571,1.0,1.0,0.0,1.0
LOLTMNT02_59832,Red,Zerolag Esports,oe:team:6a68fff9fc521e2fbcab2fc19978d24,0,0.0,0.3407,0.0,0.0,1.0,0.0
LOLTMNT05_22656,Blue,Team GO,oe:team:8d538207b9de9d20e1a525aae593515,0,1.0,0.4101,1.0,0.0,0.0,0.0
LOLTMNT05_22656,Red,Team du Sud,oe:team:1dc6411295a36bd29c29b1096ba859d,1,0.0,0.5549,0.0,1.0,1.0,1.0
LOLTMNT02_59847,Blue,Fly5,oe:team:24de8726f1ed4baa0bf7c946640b920,1,1.0,0.4475,0.0,0.0,1.0,1.0
LOLTMNT02_59847,Red,Maverix,oe:team:601cc8d49e98a9fcd0c4e674157d628,0,0.0,0.3282,1.0,1.0,0.0,0.0
LOLTMNT02_59869,Blue,Guasones,oe:team:91c35185025768de7d8aa448933f56c,0,1.0,0.1943,1.0,1.0,0.0,0.0
LOLTMNT02_59869,Red,Case Esports,oe:team:a7d0fbf8d498d1ecf38752df7f6259d,1,0.0,0.5828,0.0,0.0,1.0,1.0
LOLTMNT05_22673,Blue,Nativz,oe:team:a73a242584df96b35d6e606d93608f8,0,0.0,0.1858,1.0,0.0,0.0,0.0
LOLTMNT05_22673,Red,Ruddy Esports,oe:team:1360b56735647c1a908fc807aa8f09c,1,1.0,0.4025,0.0,1.0,1.0,1.0
LOLTMNT05_22670,Blue,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,0,0.0,0.2755,1.0,0.0,0.0,0.0
LOLTMNT05_22670,Red,Back2TheGame,oe:team:544b70d08c7df83ccb74d08a677b902,1,1.0,0.5166,0.0,1.0,1.0,1.0
LOLTMNT05_23788,Blue,Austrian Force willhaben,oe:team:a1934e3feca7db728021f9c61a6bc27,0,0.0,0.3107,1.0,1.0,1.0,1.0
LOLTMNT05_23788,Red,E WIE EINFACH E-SPORTS,oe:team:26ff1a9f7fb8e976fbdcc5d2a8ac397,1,1.0,0.5367,0.0,0.0,0.0,0.0
LOLTMNT02_59864,Blue,Team Legion,oe:team:f52cb05bb2f6d4003d6412f8e60a0d2,0,1.0,0.2687,0.0,0.0,0.0,0.0
LOLTMNT02_59864,Red,Anorthosis Famagusta Esports,oe:team:5f1bc4a914b49c7b7ff4c2f1b8d8df9,1,0.0,0.7164,1.0,1.0,1.0,1.0
LOLTMNT02_58938,Blue,Team Meliora,oe:team:6ec5a2c4ca3b81f6c486a6f0e7fc54d,0,0.0,0.3698,0.0,1.0,1.0,1.0
LOLTMNT02_58938,Red,H3ARTS,oe:team:9612b71bae1efe2a13f2fa4df2a421a,1,1.0,0.7165,1.0,0.0,0.0,0.0
LOLTMNT05_23792,Blue,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,0,0.0,0.304,1.0,0.0,0.0,0.0
LOLTMNT05_23792,Red,Team BDS Academy,oe:team:9adc852fe2e027c5e4abd53ae8915ff,1,1.0,0.7903,0.0,1.0,1.0,1.0
LOLTMNT02_58957,Blue,GIANTX Pride,oe:team:1027c6e0b1984a79fdd7be04072b547,1,1.0,0.3317,1.0,1.0,0.0,1.0
LOLTMNT02_58957,Red,Barça eSports,oe:team:2d1b8a518ba70fe8352fb0fdd8aec1a,0,0.0,0.2654,0.0,0.0,1.0,0.0
LOLTMNT05_23803,Blue,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,0,0.0,0.1305,1.0,0.0,0.0,0.0
LOLTMNT05_23803,Red,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,1,1.0,0.4568,0.0,1.0,1.0,1.0
LOLTMNT05_23804,Blue,DMG Esports,oe:team:147e28c0910250269fbc430f9f42010,1,1.0,0.2861,0.0,1.0,1.0,0.0
LOLTMNT05_23804,Red,NORD Esports,oe:team:6ef01b22224b92f917d70dd9f33568b,0,0.0,0.2341,1.0,0.0,0.0,1.0
LOLTMNT05_22694,Blue,Eintracht Spandau,oe:team:980ab072663574c2e4fca71f275d302,0,0.0,0.177,0.0,0.0,0.0,0.0
LOLTMNT05_22694,Red,NNO Prime,oe:team:2ae1a4c6fe17bf70dd4b5520d60f55b,1,1.0,0.649,1.0,1.0,1.0,1.0
LOLTMNT02_58949,Blue,Team Phantasma,oe:team:75a4d34e4afac036d164b0f1a580486,1,1.0,0.5562,1.0,0.0,1.0,1.0
LOLTMNT02_58949,Red,Team Refuse,oe:team:d932b52fb3a9d5fad174728a969ee14,0,0.0,0.1483,0.0,1.0,0.0,0.0
LOLTMNT02_58974,Blue,EXILE esports,oe:team:dba2e551039e079ceae513ba7386109,1,1.0,0.7296,1.0,1.0,1.0,1.0
LOLTMNT02_58974,Red,Inside Games,oe:team:c2bd1dd17a070dbbb8df9aefb634a41,0,0.0,0.3822,0.0,0.0,0.0,0.0
LOLTMNT05_23813,Blue,BK ROG Esports,oe:team:c40f6d0d20a7a718c60342e48c144a2,1,0.0,0.8152,0.0,1.0,1.0,0.0
LOLTMNT05_23813,Red,Gentle Mates,oe:team:d2c27cb51cedbbac1752f1ec81addc4,0,1.0,0.4348,1.0,0.0,0.0,1.0
LOLTMNT05_23821,Blue,Iron Wolves,oe:team:bc9bdf946d79f2f1f483b429a7dfffc,0,0.0,0.0868,0.0,0.0,0.0,0.0
LOLTMNT05_23821,Red,Zero Tenacity,oe:team:125fc4d6b0dc1b21596f4f06a207d62,1,1.0,0.6508,1.0,1.0,1.0,1.0
LOLTMNT02_58991,Blue,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,0.0,0.4786,0.0,0.0,0.0,0.0
LOLTMNT02_58991,Red,UCAM Esports,oe:team:746e6715fc4295c54954be5efc385af,1,1.0,0.6281,1.0,1.0,1.0,1.0
LOLTMNT05_22702,Blue,Venomcrest Esports,oe:team:db052729079b7bbe03274df413b2d1b,0,0.0,0.2027,1.0,0.0,0.0,0.0
LOLTMNT05_22702,Red,Lionscreed,oe:team:4fcce38bb1040d265360c445aa5875a,1,1.0,0.4923,0.0,1.0,1.0,1.0
LOLTMNT02_58984,Blue,WLGaming Esports,oe:team:b19ab22267512e77945cd498106dcf1,1,0.0,0.6247,0.0,1.0,1.0,1.0
LOLTMNT02_58984,Red,Wild Panthers Esports,oe:team:aba8187a8c4790f554138cda083003b,0,1.0,0.6519,1.0,0.0,0.0,0.0
LOLTMNT05_22701,Blue,SK Gaming Prime,oe:team:aa8c3b781d96ddb7a24ab3240918988,1,0.0,0.843,1.0,1.0,1.0,1.0
LOLTMNT05_22701,Red,MOUZ NXT,oe:team:7c4854374e4daa6b00206eb922359a9,0,1.0,0.1466,0.0,0.0,0.0,0.0
LOLTMNT02_60001,Blue,Esport STUBA,oe:team:17fa6b1358f7feeb5a68bbf5cd3d0d6,1,1.0,0.0976,1.0,0.0,1.0,1.0
LOLTMNT02_60001,Red,Delta Syndicate,oe:team:d7b1c568f7a023c10d7ad7778b48cc7,0,0.0,0.0325,0.0,1.0,0.0,0.0
LOLTMNT05_22707,Blue,Solary,oe:team:90938c428db11f6e372f5c6833b9743,1,1.0,0.5721,0.0,1.0,1.0,1.0
LOLTMNT05_22707,Red,Karmine Corp Blue,oe:team:42bf6c1040db8f2221ff017fa4d34e4,0,0.0,0.143,1.0,0.0,0.0,0.0
LOLTMNT02_60008,Blue,Los Heretics,oe:team:2dfc66b98002c5afad2a98dbf86e350,1,1.0,0.7257,1.0,1.0,1.0,1.0
LOLTMNT02_60008,Red,Ramboot Club,oe:team:d17ce7a4192b52f8e1daf94c381c75f,0,0.0,0.1649,0.0,0.0,0.0,0.0
LOLTMNT05_23829,Blue,Unicorns of Love Sexy Edition,oe:team:6a060bd74c9041bf0aa89adf9d15d12,0,1.0,0.2597,0.0,1.0,0.0,1.0
LOLTMNT05_23829,Red,FC Schalke 04 Esports,oe:team:1d0f5e58f39613aff1a3dd4ed85933e,1,0.0,0.5772,1.0,0.0,1.0,0.0
LOLTMNT05_23832,Blue,Vitality.Bee,oe:team:ccd089bf173a5fff1063eb0576201a7,1,1.0,0.5961,0.0,0.0,1.0,1.0
LOLTMNT05_23832,Red,Aegis,oe:team:e3a29387c70230d76837b86c2aefd14,0,0.0,0.2683,1.0,1.0,0.0,0.0
LOLTMNT03_39914,Blue,All Knights,oe:team:ac644a006bcf1a44682d666df19864c,0,0.0,0.4781,0.0,1.0,0.0,0.0
LOLTMNT03_39914,Red,Isurus,oe:team:5737b101780a9835142549164be1ac4,1,1.0,0.9827,1.0,0.0,1.0,1.0
LOLTMNT03_40912,Blue,All Knights,oe:team:ac644a006bcf1a44682d666df19864c,0,0.0,0.5759,0.0,0.0,0.0,0.0
LOLTMNT03_40912,Red,Isurus,oe:team:5737b101780a9835142549164be1ac4,1,1.0,1.2957,1.0,1.0,1.0,1.0
LOLTMNT03_39960,Blue,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,1,0.0,0.3769,0.0,0.0,0.0,0.0
LOLTMNT03_39960,Red,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,0,1.0,0.3769,1.0,1.0,1.0,1.0
LOLTMNT03_40956,Blue,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,1,0.0,0.728,0.0,0.0,0.0,0.0
LOLTMNT03_40956,Red,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,0,1.0,0.392,1.0,1.0,1.0,1.0
LOLTMNT03_40962,Blue,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,1,0.0,0.5431,1.0,0.0,1.0,1.0
LOLTMNT03_40962,Red,Estral Esports,oe:team:1c81857b6ce6a3c1cd9220fd97e077f,0,1.0,0.3144,0.0,1.0,0.0,0.0
LOLTMNT02_60072,Blue,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,1.0,0.0344,1.0,1.0,0.0,0.0
LOLTMNT02_60072,Red,KT Rolster Challengers,oe:team:b9733b8e8aa341319bbaf1035198a28,1,0.0,0.5505,0.0,0.0,1.0,1.0
LOLTMNT02_60071,Blue,FearX Youth,oe:team:1c549aec787136db0efdfac47eba51b,1,1.0,0.625,1.0,1.0,1.0,1.0
LOLTMNT02_60071,Red,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,0,0.0,0.1172,0.0,0.0,0.0,0.0
LOLTMNT02_61031,Blue,Gen.G Global Academy,oe:team:4c9dd0212552afe76315b616b7891f5,0,0.0,0.11,1.0,1.0,0.0,0.0
LOLTMNT02_61031,Red,OKSavingsBank BRION Challengers,oe:team:5d069a5aeb88f79b4b92dfa2b9f2a3c,1,1.0,0.5864,0.0,0.0,1.0,1.0
LOLTMNT02_61037,Blue,FearX Youth,oe:team:1c549aec787136db0efdfac47eba51b,1,1.0,0.9825,0.0,1.0,1.0,1.0
LOLTMNT02_61037,Red,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,0,0.0,0.5421,1.0,0.0,0.0,0.0
LOLTMNT02_61044,Blue,Gen.G Global Academy,oe:team:4c9dd0212552afe76315b616b7891f5,1,1.0,0.6686,1.0,1.0,1.0,1.0
LOLTMNT02_61044,Red,OKSavingsBank BRION Challengers,oe:team:5d069a5aeb88f79b4b92dfa2b9f2a3c,0,0.0,0.7267,0.0,0.0,0.0,0.0
LOLTMNT02_61045,Blue,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,1.0,0.0841,1.0,0.0,0.0,0.0
LOLTMNT02_61045,Red,KT Rolster Challengers,oe:team:b9733b8e8aa341319bbaf1035198a28,1,0.0,0.7568,0.0,1.0,1.0,1.0
10819-10819_game_1,Blue,Ultra Prime Academy,oe:team:3d4a6fe0ca7bda9057ee1172eb5761c,1,0.0,0.6633,,,,
10819-10819_game_1,Red,Bilibili Gaming Junior,oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da,0,1.0,0.4698,,,,
LOLTMNT02_60097,Blue,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,1.0,0.3894,1.0,1.0,1.0,1.0
LOLTMNT02_60097,Red,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,0,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_61073,Blue,OKSavingsBank BRION Challengers,oe:team:5d069a5aeb88f79b4b92dfa2b9f2a3c,1,0.0,0.3663,1.0,0.0,0.0,1.0
LOLTMNT02_61073,Red,Gen.G Global Academy,oe:team:4c9dd0212552afe76315b616b7891f5,0,1.0,0.135,0.0,1.0,1.0,0.0
10819-10819_game_2,Blue,Ultra Prime Academy,oe:team:3d4a6fe0ca7bda9057ee1172eb5761c,0,1.0,0.3117,,,,
10819-10819_game_2,Red,Bilibili Gaming Junior,oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da,1,0.0,0.4935,,,,
LOLTMNT02_60111,Blue,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,0,0.0,0.1819,0.0,0.0,0.0,0.0
LOLTMNT02_60111,Red,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,1.0,0.3638,1.0,1.0,1.0,1.0
LOLTMNT02_61077,Blue,Ground Zero Gaming,oe:team:788115a84f68bc65fa6d3a4e0f67a3e,0,1.0,0.3992,0.0,0.0,0.0,1.0
LOLTMNT02_61077,Red,Team Bliss,oe:team:0b27fc98592297c4441bce44760a642,1,0.0,0.5636,1.0,1.0,1.0,0.0
10783-10783_game_1,Blue,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,1,1.0,0.4911,,,,
10783-10783_game_1,Red,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,0,0.0,0.3274,,,,
10819-10819_game_3,Blue,Ultra Prime Academy,oe:team:3d4a6fe0ca7bda9057ee1172eb5761c,0,0.0,0.3945,,,,
10819-10819_game_3,Red,Bilibili Gaming Junior,oe:team:4dfc9a0f1a6e1f2fcd8169ad3cdc5da,1,1.0,0.789,,,,
LOLTMNT02_61116,Blue,Ground Zero Gaming,oe:team:788115a84f68bc65fa6d3a4e0f67a3e,1,1.0,0.8428,0.0,0.0,1.0,1.0
LOLTMNT02_61116,Red,Team Bliss,oe:team:0b27fc98592297c4441bce44760a642,0,0.0,0.389,1.0,1.0,0.0,0.0
10783-10783_game_2,Blue,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,1,0.0,0.575,,,,
10783-10783_game_2,Red,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,0,1.0,0.1691,,,,
LOLTMNT02_61137,Blue,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1,1.0,0.328,0.0,0.0,0.0,0.0
LOLTMNT02_61137,Red,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,0.0,0.2109,1.0,1.0,1.0,1.0
10820-10820_game_1,Blue,Joy Dream,oe:team:ae2a2737a8d8d2b8e396dabae0e149b,0,0.0,0.3039,,,,
10820-10820_game_1,Red,MAX,oe:team:91c9cf14d344ea993274f77fd9fa508,1,1.0,0.8287,,,,
LOLTMNT02_61142,Blue,Ground Zero Gaming,oe:team:788115a84f68bc65fa6d3a4e0f67a3e,1,0.0,0.6331,1.0,0.0,1.0,0.0
LOLTMNT02_61142,Red,Team Bliss,oe:team:0b27fc98592297c4441bce44760a642,0,1.0,0.4469,0.0,1.0,0.0,1.0
10784-10784_game_1,Blue,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,0,1.0,0.1525,,,,
10784-10784_game_1,Red,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,1,0.0,0.5337,,,,
10820-10820_game_2,Blue,MAX,oe:team:91c9cf14d344ea993274f77fd9fa508,1,1.0,0.8386,,,,
10820-10820_game_2,Red,Joy Dream,oe:team:ae2a2737a8d8d2b8e396dabae0e149b,0,0.0,0.1258,,,,
LOLTMNT02_60170,Blue,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,0.0,0.4713,1.0,1.0,1.0,0.0
LOLTMNT02_60170,Red,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,1.0,0.2062,0.0,0.0,0.0,1.0
LOLTMNT02_61151,Blue,Ground Zero Gaming,oe:team:788115a84f68bc65fa6d3a4e0f67a3e,1,1.0,0.3683,1.0,1.0,1.0,1.0
LOLTMNT02_61151,Red,Team Bliss,oe:team:0b27fc98592297c4441bce44760a642,0,0.0,0.0737,0.0,0.0,0.0,0.0
10784-10784_game_2,Blue,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,0,1.0,0.5099,,,,
10784-10784_game_2,Red,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,1,0.0,0.5666,,,,
LOLTMNT02_61170,Blue,Team Flash,oe:team:9bcc3882a74d7ec2b66f7067ba31bc3,0,1.0,0.2977,1.0,1.0,1.0,1.0
LOLTMNT02_61170,Red,Vikings Esports,oe:team:cf86fb7851143579fd719251377c444,1,0.0,0.433,0.0,0.0,0.0,0.0
10821-10821_game_1,Blue,Ji Jie Hao (集结号),oe:team:98b04bf2ce15d307f6afb1254004629,0,0.0,0.3654,,,,
10821-10821_game_1,Red,Top Esports Challenger,oe:team:eaeaad6cbcd022d2b872d4776aae2e6,1,1.0,0.4796,,,,
LOLTMNT02_61171,Blue,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,0.0,0.207,0.0,0.0,0.0,0.0
LOLTMNT02_61171,Red,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,1.0,0.5692,1.0,1.0,1.0,1.0
10784-10784_game_3,Blue,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,0,1.0,0.307,,,,
10784-10784_game_3,Red,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,1,0.0,0.6481,,,,
LOLTMNT02_61182,Blue,Team Flash,oe:team:9bcc3882a74d7ec2b66f7067ba31bc3,0,0.0,0.4362,1.0,0.0,0.0,0.0
LOLTMNT02_61182,Red,Vikings Esports,oe:team:cf86fb7851143579fd719251377c444,1,1.0,0.7633,0.0,1.0,1.0,1.0
10821-10821_game_2,Blue,Top Esports Challenger,oe:team:eaeaad6cbcd022d2b872d4776aae2e6,1,1.0,0.403,,,,
10821-10821_game_2,Red,Ji Jie Hao (集结号),oe:team:98b04bf2ce15d307f6afb1254004629,0,0.0,0.403,,,,
10785-10785_game_1,Blue,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,1,1.0,0.2145,,,,
10785-10785_game_1,Red,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,0,0.0,0.1839,,,,
LOLTMNT02_60245,Blue,MGN Blue Esports,oe:team:f120b297d22778c31d145387ae3a372,1,1.0,0.7184,0.0,1.0,1.0,1.0
LOLTMNT02_60245,Red,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,0,0.0,0.2186,1.0,0.0,0.0,0.0
10785-10785_game_2,Blue,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,1,0.0,0.5199,,,,
10785-10785_game_2,Red,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,1.0,0.104,,,,
LOLTMNT02_60269,Blue,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,1,0.0,0.6795,0.0,0.0,0.0,1.0
LOLTMNT02_60269,Red,MGN Blue Esports,oe:team:f120b297d22778c31d145387ae3a372,0,1.0,0.2718,1.0,1.0,1.0,0.0
10785-10785_game_3,Blue,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,1.0,0.3372,,,,
10785-10785_game_3,Red,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,1,0.0,0.534,,,,
LOLTMNT02_60306,Blue,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,0,0.0,0.1387,1.0,1.0,0.0,1.0
LOLTMNT02_60306,Red,MGN Blue Esports,oe:team:f120b297d22778c31d145387ae3a372,1,1.0,0.5778,0.0,0.0,1.0,0.0
LOLTMNT05_22741,Blue,Papara SuperMassive,oe:team:5203ff881d5c82c5f720eb3a2f3b44c,0,0.0,0.3232,0.0,1.0,0.0,1.0
LOLTMNT05_22741,Red,FUT Esports,oe:team:8df5e2c8825f60f136b2cbed5633a81,1,1.0,0.6758,1.0,0.0,1.0,0.0
LOLTMNT02_61373,Blue,GIANTX Pride,oe:team:1027c6e0b1984a79fdd7be04072b547,1,0.0,0.8159,1.0,0.0,1.0,1.0
LOLTMNT02_61373,Red,ZETA,oe:team:50c26816bdd3bb2a02def8e11a5cd5a,0,1.0,0.3452,0.0,1.0,0.0,0.0
LOLTMNT05_23867,Blue,E WIE EINFACH E-SPORTS,oe:team:26ff1a9f7fb8e976fbdcc5d2a8ac397,1,1.0,0.3567,0.0,1.0,0.0,1.0
LOLTMNT05_23867,Red,Eintracht Frankfurt,oe:team:48199c3e87ac9d14cdf50169f8eaabc,0,0.0,0.321,1.0,0.0,0.0,0.0
LOLTMNT05_23866,Blue,Vitality.Bee,oe:team:ccd089bf173a5fff1063eb0576201a7,1,1.0,0.4196,0.0,1.0,1.0,0.0
LOLTMNT05_23866,Red,BK ROG Esports,oe:team:c40f6d0d20a7a718c60342e48c144a2,0,0.0,0.1798,1.0,0.0,0.0,1.0
LOLTMNT05_23869,Blue,DMG Esports,oe:team:147e28c0910250269fbc430f9f42010,0,0.0,0.4056,0.0,0.0,1.0,0.0
LOLTMNT05_23869,Red,Nativz,oe:team:a73a242584df96b35d6e606d93608f8,1,1.0,0.7775,1.0,1.0,0.0,1.0
