gameid,side,teamname,teamid,result,firstblood,team kpm,firstdragon,firstherald,firstbaron,firsttower
LOLTMNT04_27499,Red,NASR eSports Turkey,oe:team:1bcba9d314932379a955b3de9e8654d,0,0.0,0.1466,0.0,0.0,0.0,0.0
LOLTMNT04_27509,Blue,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,1,1.0,0.5663,0.0,1.0,1.0,1.0
LOLTMNT04_27509,Red,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,0,0.0,0.4173,1.0,0.0,0.0,0.0
LOLTMNT04_26544,Blue,Lionscreed,oe:team:4fcce38bb1040d265360c445aa5875a,1,0.0,0.4739,0.0,0.0,1.0,0.0
LOLTMNT04_26544,Red,NORD Esports,oe:team:6ef01b22224b92f917d70dd9f33568b,0,1.0,0.2212,1.0,1.0,0.0,1.0
LOLTMNT04_26533,Blue,Berlin International Gaming,oe:team:3de935df8f40fbb4d0e564d4a20e6cb,0,1.0,0.1999,0.0,1.0,1.0,0.0
LOLTMNT04_26533,Red,Eintracht Frankfurt,oe:team:48199c3e87ac9d14cdf50169f8eaabc,1,0.0,0.514,1.0,0.0,0.0,1.0
LOLTMNT01_55878,Blue,ZETA,oe:team:50c26816bdd3bb2a02def8e11a5cd5a,0,0.0,0.2081,0.0,0.0,0.0,0.0
LOLTMNT01_55878,Red,Barça eSports,oe:team:2d1b8a518ba70fe8352fb0fdd8aec1a,1,1.0,0.4509,1.0,1.0,1.0,1.0
LOLTMNT04_27508,Blue,Crvena zvezda Esports,oe:team:f4b807048502e27f01499f06b235a9a,0,0.0,0.4221,1.0,1.0,0.0,1.0
LOLTMNT04_27508,Red,Lupus Esports,oe:team:1b4462a50541e063fc148be4082fd0b,1,1.0,0.4523,0.0,0.0,1.0,0.0
LOLTMNT01_56673,Blue,ENEMI3S,oe:team:4e32226d1afb63dde4a39d02cb1cd0f,1,1.0,0.343,0.0,1.0,1.0,1.0
LOLTMNT01_56673,Red,Axolotl,oe:team:e7121adad88546bce0ff2cc41c2d343,0,0.0,0.147,1.0,0.0,0.0,0.0
LOLTMNT01_56671,Blue,Gamespace Mediterranean College Esports,oe:team:4410ecf1b88f1316b6e6c110120c896,1,0.0,0.6789,1.0,1.0,1.0,1.0
LOLTMNT01_56671,Red,Team Refuse,oe:team:d932b52fb3a9d5fad174728a969ee14,0,1.0,0.3112,0.0,0.0,0.0,0.0
LOLTMNT04_26542,Blue,Galakticos,oe:team:28428f3022fc1ea52264b35912093dc,0,0.0,0.2933,0.0,0.0,0.0,1.0
LOLTMNT04_26542,Red,Dark Passage,oe:team:a42600a99997fca0d35f2821662b997,1,1.0,0.554,1.0,1.0,1.0,0.0
LOLTMNT01_56687,Blue,Solary,oe:team:90938c428db11f6e372f5c6833b9743,1,1.0,0.6126,0.0,1.0,1.0,1.0
LOLTMNT01_56687,Red,Vitality.Bee,oe:team:ccd089bf173a5fff1063eb0576201a7,0,0.0,0.1838,1.0,0.0,0.0,0.0
LOLTMNT04_27523,Blue,Nativz,oe:team:a73a242584df96b35d6e606d93608f8,0,0.0,0.4689,0.0,0.0,1.0,0.0
LOLTMNT04_27523,Red,Verdant,oe:team:b33646d7b7b14dd6da17a88f6ddb592,1,1.0,0.4196,1.0,0.0,0.0,1.0
LOLTMNT04_27519,Blue,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,1,0.0,0.7877,1.0,0.0,1.0,0.0
LOLTMNT04_27519,Red,Back2TheGame,oe:team:544b70d08c7df83ccb74d08a677b902,0,1.0,0.3939,0.0,1.0,0.0,1.0
LOLTMNT01_56701,Blue,UCAM Esports,oe:team:746e6715fc4295c54954be5efc385af,1,1.0,0.4236,1.0,1.0,1.0,1.0
LOLTMNT01_56701,Red,GIANTX Pride,oe:team:1027c6e0b1984a79fdd7be04072b547,0,0.0,0.3987,0.0,0.0,0.0,0.0
LOLTMNT04_27522,Blue,Partizan Esports,oe:team:e42ade212c09777da0f54bffe481f6d,0,0.0,0.2832,0.0,0.0,0.0,0.0
LOLTMNT04_27522,Red,SPIKE Syndicate,oe:team:21903b00a2d96c19ca87cb0e4b28527,1,1.0,0.708,1.0,1.0,1.0,1.0
LOLTMNT04_27524,Blue,Eintracht Spandau,oe:team:980ab072663574c2e4fca71f275d302,0,1.0,0.3634,0.0,0.0,0.0,1.0
LOLTMNT04_27524,Red,NNO Prime,oe:team:2ae1a4c6fe17bf70dd4b5520d60f55b,1,0.0,0.4703,1.0,1.0,1.0,0.0
LOLTMNT01_56709,Blue,DREN Esports,oe:team:ee569c9f5e85fba8fcf57d51b1b78ed,0,0.0,0.2114,0.0,0.0,0.0,0.0
LOLTMNT01_56709,Red,aNc Outplayed,oe:team:cd6b4265231d4ba346274357681c335,1,1.0,0.5637,1.0,1.0,1.0,1.0
LOLTMNT01_55899,Blue,Anorthosis Famagusta Esports,oe:team:5f1bc4a914b49c7b7ff4c2f1b8d8df9,1,1.0,0.8013,0.0,1.0,1.0,1.0
LOLTMNT01_55899,Red,Wild Panthers Esports,oe:team:aba8187a8c4790f554138cda083003b,0,0.0,0.3673,1.0,0.0,0.0,0.0
LOLTMNT04_26557,Blue,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,0,0.0,0.414,1.0,0.0,0.0,0.0
LOLTMNT04_26557,Red,Karmine Corp Blue,oe:team:42bf6c1040db8f2221ff017fa4d34e4,1,1.0,0.6051,0.0,1.0,1.0,1.0
LOLTMNT04_26561,Blue,BeFive,oe:team:548579194cfbf70ae730c1f1c24a013,1,1.0,1.058,0.0,1.0,1.0,1.0
LOLTMNT04_26561,Red,Diamant Esports,oe:team:830f05a5024d0794bd8d5b598b2432b,0,0.0,0.4096,1.0,0.0,0.0,0.0
LOLTMNT01_55928,Blue,Dsyre Esports,oe:team:f05dcb5635b1d32962510e26e412218,0,1.0,0.3728,1.0,1.0,0.0,1.0
LOLTMNT01_55928,Red,Atleta Esport,oe:team:2857b1b013cbea649c5c610a18efa44,1,0.0,0.2486,0.0,0.0,1.0,0.0
LOLTMNT04_27540,Blue,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,0,1.0,0.3748,0.0,1.0,0.0,0.0
LOLTMNT04_27540,Red,Iron Wolves,oe:team:bc9bdf946d79f2f1f483b429a7dfffc,1,0.0,0.8245,1.0,0.0,0.0,1.0
LOLTMNT01_56732,Blue,Los Heretics,oe:team:2dfc66b98002c5afad2a98dbf86e350,0,0.0,0.1017,0.0,0.0,0.0,0.0
LOLTMNT01_56732,Red,Rebels Gaming,oe:team:60411922d8062ecea0c728af9c876a0,1,1.0,0.4746,1.0,1.0,1.0,1.0
LOLTMNT04_26564,Blue,Ruddy Esports,oe:team:1360b56735647c1a908fc807aa8f09c,0,1.0,0.3315,0.0,0.0,0.0,0.0
LOLTMNT04_26564,Red,Venomcrest Esports,oe:team:db052729079b7bbe03274df413b2d1b,1,0.0,1.1786,1.0,1.0,1.0,1.0
LOLTMNT01_56728,Blue,Team Mythic,oe:team:6e8a61d49c812c30858c7582d30db33,0,0.0,0.401,0.0,0.0,0.0,0.0
LOLTMNT01_56728,Red,Team Phantasma,oe:team:75a4d34e4afac036d164b0f1a580486,1,1.0,0.9563,1.0,1.0,1.0,1.0
LOLTMNT04_26566,Blue,Team GO,oe:team:8d538207b9de9d20e1a525aae593515,1,0.0,0.3574,1.0,1.0,1.0,1.0
LOLTMNT04_26566,Red,Gentle Mates,oe:team:d2c27cb51cedbbac1752f1ec81addc4,0,1.0,0.3064,0.0,0.0,0.0,0.0
LOLTMNT04_27545,Blue,FC Schalke 04 Esports,oe:team:1d0f5e58f39613aff1a3dd4ed85933e,0,1.0,0.225,0.0,1.0,1.0,0.0
LOLTMNT04_27545,Red,Unicorns of Love Sexy Edition,oe:team:6a060bd74c9041bf0aa89adf9d15d12,1,0.0,0.3535,1.0,0.0,0.0,1.0
LOLTMNT04_26572,Blue,Cyber Wolves,oe:team:fb1fd138f4e0b99eacbe4da8395e94d,1,1.0,0.9476,1.0,1.0,1.0,1.0
LOLTMNT04_26572,Red,Ankora Gaming,oe:team:df045d28ec9b0b40ea9eb6ab50693ac,0,0.0,0.5685,0.0,0.0,0.0,0.0
LOLTMNT04_27551,Blue,FUT Esports,oe:team:8df5e2c8825f60f136b2cbed5633a81,0,0.0,0.1523,0.0,0.0,0.0,0.0
LOLTMNT04_27551,Red,Beşiktaş Esports,oe:team:4f19751f9f051533995772897da2d77,1,1.0,0.533,1.0,1.0,1.0,1.0
LOLTMNT01_56738,Blue,Case Esports,oe:team:a7d0fbf8d498d1ecf38752df7f6259d,1,1.0,0.7895,1.0,1.0,1.0,1.0
LOLTMNT01_56738,Red,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,0.0,0.3289,0.0,0.0,0.0,0.0
LOLTMNT01_55943,Blue,EKO Academy,oe:team:cd7cc0de81ba081ae734a9c0aa5bba6,0,0.0,0.3044,1.0,0.0,0.0,0.0
LOLTMNT01_55943,Red,Macko Esports,oe:team:a2e63aee03585f0b37ff4cad936e349,1,1.0,0.7609,0.0,1.0,1.0,1.0
LOLTMNT04_27554,Blue,E WIE EINFACH E-SPORTS,oe:team:26ff1a9f7fb8e976fbdcc5d2a8ac397,1,1.0,0.767,1.0,0.0,1.0,0.0
LOLTMNT04_27554,Red,Austrian Force willhaben,oe:team:a1934e3feca7db728021f9c61a6bc27,0,0.0,0.354,0.0,1.0,0.0,1.0
LOLTMNT04_27553,Blue,Team BDS Academy,oe:team:9adc852fe2e027c5e4abd53ae8915ff,1,0.0,0.7329,1.0,1.0,1.0,1.0
LOLTMNT04_27553,Red,Team du Sud,oe:team:1dc6411295a36bd29c29b1096ba859d,0,1.0,0.3186,0.0,0.0,0.0,0.0
LOLTMNT02_46237,Blue,Movistar R7,oe:team:2cb996a4b0ffaca3bcf66fe91450243,1,0.0,0.7609,0.0,1.0,0.0,1.0
LOLTMNT02_46237,Red,INFINITY,oe:team:7e3dd5ff49e1a44784d225d2de40260,0,1.0,0.4891,1.0,0.0,0.0,0.0
LOLTMNT02_47055,Blue,Movistar R7,oe:team:2cb996a4b0ffaca3bcf66fe91450243,1,0.0,0.5102,0.0,1.0,0.0,1.0
LOLTMNT02_47055,Red,INFINITY,oe:team:7e3dd5ff49e1a44784d225d2de40260,0,1.0,0.3401,1.0,0.0,1.0,0.0
LOLTMNT02_47065,Blue,All Knights,oe:team:ac644a006bcf1a44682d666df19864c,1,0.0,0.4265,1.0,1.0,1.0,1.0
LOLTMNT02_47065,Red,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,0,1.0,0.2844,0.0,0.0,0.0,0.0
LOLTMNT02_46264,Blue,Six Karma,oe:team:3d3456d514814ba68c9532044bc50e2,0,0.0,0.6413,0.0,1.0,1.0,1.0
LOLTMNT02_46264,Red,All Knights,oe:team:ac644a006bcf1a44682d666df19864c,1,1.0,0.6134,1.0,0.0,0.0,0.0
LOLTMNT01_55985,Blue,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,1,1.0,0.9973,0.0,1.0,1.0,1.0
LOLTMNT01_55985,Red,FearX Youth,oe:team:1c549aec787136db0efdfac47eba51b,0,0.0,0.2895,1.0,0.0,0.0,0.0
LOLTMNT01_55984,Blue,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,1.0,0.1813,0.0,0.0,0.0,0.0
LOLTMNT01_55984,Red,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,1,0.0,0.3884,1.0,1.0,1.0,1.0
LOLTMNT01_55979,Blue,DRX Challengers,oe:team:55b3d6b2c940afa4e24978c55dfea27,0,0.0,0.3039,0.0,0.0,0.0,0.0
LOLTMNT01_55979,Red,Kwangdong Freecs Challengers,oe:team:ce666ec5e91131390b04ed14a858cb1,1,1.0,0.6753,1.0,1.0,1.0,1.0
LOLTMNT01_56839,Blue,FearX Youth,oe:team:1c549aec787136db0efdfac47eba51b,1,1.0,0.533,0.0,0.0,1.0,0.0
LOLTMNT01_56839,Red,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,0,0.0,0.1683,1.0,1.0,0.0,1.0
LOLTMNT01_57014,Blue,DRX Challengers,oe:team:55b3d6b2c940afa4e24978c55dfea27,0,0.0,0.4589,0.0,1.0,0.0,0.0
LOLTMNT01_57014,Red,Kwangdong Freecs Challengers,oe:team:ce666ec5e91131390b04ed14a858cb1,1,1.0,0.5736,1.0,0.0,1.0,1.0
LOLTMNT01_57018,Blue,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,1,0.0,0.51,1.0,1.0,1.0,1.0
LOLTMNT01_57018,Red,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,0,1.0,0.18,0.0,0.0,0.0,0.0
LOLTMNT01_56859,Blue,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,0,0.0,0.3013,0.0,0.0,1.0,0.0
LOLTMNT01_56859,Red,FearX Youth,oe:team:1c549aec787136db0efdfac47eba51b,1,1.0,0.791,1.0,1.0,0.0,1.0
LOLTMNT01_57039,Blue,Dire Wolves,oe:team:cd6e0eea04af23b9c0735dab41a9941,0,0.0,0.1887,0.0,0.0,0.0,0.0
LOLTMNT01_57039,Red,Antic Esports,oe:team:22fca4d0e6f23af1d0bfc7b3b4de18c,1,1.0,0.6792,1.0,1.0,1.0,1.0
LOLTMNT01_56867,Blue,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,1,1.0,0.4455,0.0,1.0,1.0,1.0
LOLTMNT01_56867,Red,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,0,0.0,0.1713,1.0,0.0,0.0,0.0
LOLTMNT01_57060,Blue,Antic Esports,oe:team:22fca4d0e6f23af1d0bfc7b3b4de18c,1,0.0,0.4541,0.0,1.0,0.0,1.0
LOLTMNT01_57060,Red,Dire Wolves,oe:team:cd6e0eea04af23b9c0735dab41a9941,0,1.0,0.374,1.0,0.0,1.0,0.0
LOLTMNT01_57068,Blue,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,1.0,0.6786,1.0,1.0,1.0,1.0
LOLTMNT01_57068,Red,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,0,0.0,0.1597,0.0,0.0,0.0,0.0
LOLTMNT01_56898,Blue,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,0,1.0,0.3207,0.0,0.0,0.0,0.0
LOLTMNT01_56898,Red,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,0.0,0.4009,1.0,1.0,1.0,1.0
LOLTMNT01_56909,Blue,J Team,oe:team:b41d715b166da7092724123264e4560,0,0.0,0.4179,1.0,0.0,0.0,0.0
LOLTMNT01_56909,Red,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,1,1.0,0.4424,0.0,1.0,1.0,1.0
LOLTMNT01_57111,Blue,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,0,0.0,0.1284,0.0,0.0,0.0,0.0
LOLTMNT01_57111,Red,J Team,oe:team:b41d715b166da7092724123264e4560,1,1.0,0.8131,1.0,1.0,1.0,1.0
LOLTMNT01_57117,Blue,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,0.0,0.486,1.0,1.0,1.0,1.0
LOLTMNT01_57117,Red,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,0,1.0,0.2243,0.0,0.0,0.0,0.0
LOLTMNT01_57128,Blue,J Team,oe:team:b41d715b166da7092724123264e4560,1,1.0,0.7398,1.0,1.0,0.0,1.0
LOLTMNT01_57128,Red,West Point Esports,oe:team:0092987a7da75e9fd0cbf8110d10b76,0,0.0,0.0389,0.0,0.0,0.0,0.0
LOLTMNT01_57141,Blue,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,0,1.0,0.2114,1.0,1.0,0.0,0.0
LOLTMNT01_57141,Red,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,0.0,0.4831,0.0,0.0,0.0,1.0
LOLTMNT01_56981,Blue,HELL PIGS,oe:team:a31fdd71fc715fc1ee4a50fe19e828e,1,0.0,0.5607,0.0,1.0,1.0,0.0
LOLTMNT01_56981,Red,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,0,1.0,0.2103,1.0,0.0,0.0,1.0
LOLTMNT01_57193,Blue,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,1,1.0,0.8163,1.0,1.0,1.0,1.0
LOLTMNT01_57193,Red,HELL PIGS,oe:team:a31fdd71fc715fc1ee4a50fe19e828e,0,0.0,0.102,0.0,0.0,0.0,0.0
LOLTMNT01_57206,Blue,HELL PIGS,oe:team:a31fdd71fc715fc1ee4a50fe19e828e,0,1.0,0.3626,0.0,1.0,0.0,0.0
LOLTMNT01_57206,Red,Beyond Gaming,oe:team:89008bdacc273b554227d6b76869381,1,0.0,0.7912,1.0,0.0,1.0,1.0
LOLTMNT04_26596,Blue,BoostGate Esports,oe:team:331c852427c61f82050b618c2b442c4,1,0.0,0.7421,0.0,1.0,1.0,1.0
LOLTMNT04_26596,Red,Galakticos,oe:team:28428f3022fc1ea52264b35912093dc,0,1.0,0.2226,1.0,0.0,0.0,0.0
LOLTMNT04_26612,Blue,Misa Esports,oe:team:196ea640b81c54e20e32b6294ab9769,0,1.0,0.3277,0.0,0.0,0.0,1.0
LOLTMNT04_26612,Red,Papara SuperMassive,oe:team:5203ff881d5c82c5f720eb3a2f3b44c,1,0.0,0.3025,1.0,1.0,1.0,0.0
LOLTMNT04_26608,Blue,E WIE EINFACH E-SPORTS,oe:team:26ff1a9f7fb8e976fbdcc5d2a8ac397,1,1.0,0.7643,0.0,1.0,0.0,1.0
LOLTMNT04_26608,Red,MOUZ NXT,oe:team:7c4854374e4daa6b00206eb922359a9,0,0.0,0.6449,1.0,0.0,1.0,0.0
LOLTMNT01_57261,Blue,Case Esports,oe:team:a7d0fbf8d498d1ecf38752df7f6259d,1,1.0,0.4923,0.0,0.0,0.0,1.0
LOLTMNT01_57261,Red,Barça eSports,oe:team:2d1b8a518ba70fe8352fb0fdd8aec1a,0,0.0,0.5908,1.0,1.0,1.0,0.0
LOLTMNT04_27603,Blue,Ruddy Esports,oe:team:1360b56735647c1a908fc807aa8f09c,1,1.0,0.4017,1.0,0.0,1.0,0.0
LOLTMNT04_27603,Red,Verdant,oe:team:b33646d7b7b14dd6da17a88f6ddb592,0,0.0,0.2259,0.0,1.0,0.0,1.0
LOLTMNT04_27601,Blue,Team du Sud,oe:team:1dc6411295a36bd29c29b1096ba859d,0,1.0,0.4035,0.0,0.0,1.0,0.0
LOLTMNT04_27601,Red,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,1,0.0,0.5476,1.0,1.0,0.0,1.0
LOLTMNT01_58070,Blue,GnG Amazigh,oe:team:c9d247506c051256fff4babbcfcab82,0,1.0,0.3509,1.0,0.0,0.0,0.0
LOLTMNT01_58070,Red,One More Esports,oe:team:ca663b1c89065ae6491db8e9cd5c305,1,0.0,0.4971,0.0,1.0,1.0,1.0
LOLTMNT01_57282,Blue,Guasones,oe:team:91c35185025768de7d8aa448933f56c,1,1.0,1.0619,1.0,0.0,1.0,1.0
LOLTMNT01_57282,Red,UCAM Esports,oe:team:746e6715fc4295c54954be5efc385af,0,0.0,0.365,0.0,1.0,0.0,0.0
LOLTMNT04_26626,Blue,Diamant Esports,oe:team:830f05a5024d0794bd8d5b598b2432b,1,0.0,0.695,0.0,0.0,1.0,1.0
LOLTMNT04_26626,Red,Crvena zvezda Esports,oe:team:f4b807048502e27f01499f06b235a9a,0,1.0,0.3475,1.0,1.0,0.0,0.0
LOLTMNT01_58103,Blue,aNc Outplayed,oe:team:cd6b4265231d4ba346274357681c335,1,1.0,0.7518,0.0,1.0,1.0,0.0
LOLTMNT01_58103,Red,Macko Esports,oe:team:a2e63aee03585f0b37ff4cad936e349,0,0.0,0.2506,1.0,0.0,0.0,1.0
LOLTMNT01_58096,Blue,mCon esports,oe:team:ee662fa8580ced6fb87aa4ca5b1fe7b,1,0.0,0.5861,1.0,0.0,1.0,1.0
LOLTMNT01_58096,Red,Dynasty,oe:team:5c1d767e4c02111f0def3b6691b4851,0,1.0,0.293,0.0,1.0,0.0,0.0
LOLTMNT04_27610,Blue,Beşiktaş Esports,oe:team:4f19751f9f051533995772897da2d77,1,0.0,0.8529,1.0,1.0,1.0,1.0
LOLTMNT04_27610,Red,Dark Passage,oe:team:a42600a99997fca0d35f2821662b997,0,1.0,0.5,0.0,0.0,0.0,0.0
LOLTMNT04_27612,Blue,Team BDS Academy,oe:team:9adc852fe2e027c5e4abd53ae8915ff,1,0.0,0.7828,1.0,1.0,1.0,1.0
LOLTMNT04_27612,Red,Vitality.Bee,oe:team:ccd089bf173a5fff1063eb0576201a7,0,1.0,0.1566,0.0,0.0,0.0,0.0
LOLTMNT04_27614,Blue,Lionscreed,oe:team:4fcce38bb1040d265360c445aa5875a,1,0.0,1.0424,0.0,0.0,1.0,1.0
LOLTMNT04_27614,Red,DMG Esports,oe:team:147e28c0910250269fbc430f9f42010,0,1.0,0.2085,1.0,1.0,0.0,0.0
LOLTMNT04_27615,Blue,Berlin International Gaming,oe:team:3de935df8f40fbb4d0e564d4a20e6cb,1,1.0,0.448,1.0,1.0,1.0,1.0
LOLTMNT04_27615,Red,FC Schalke 04 Esports,oe:team:1d0f5e58f39613aff1a3dd4ed85933e,0,0.0,0.096,0.0,0.0,0.0,0.0
LOLTMNT01_57288,Blue,Twisted Minds,oe:team:40d8ba3a56bb69899bc84d078a11c1a,1,0.0,0.3909,0.0,1.0,1.0,1.0
LOLTMNT01_57288,Red,RA'AD,oe:team:6a4c502c27267c22c54b431be11b43f,0,1.0,0.2736,1.0,0.0,0.0,0.0
LOLTMNT01_58121,Blue,Dsyre Esports,oe:team:f05dcb5635b1d32962510e26e412218,1,0.0,0.5201,0.0,1.0,1.0,0.0
LOLTMNT01_58121,Red,EKO Academy,oe:team:cd7cc0de81ba081ae734a9c0aa5bba6,0,1.0,0.1369,1.0,0.0,0.0,1.0
LOLTMNT01_57300,Blue,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,0.0,0.5319,0.0,0.0,1.0,1.0
LOLTMNT01_57300,Red,ZETA,oe:team:50c26816bdd3bb2a02def8e11a5cd5a,0,1.0,0.3457,1.0,1.0,0.0,0.0
LOLTMNT01_58120,Blue,SNOOZE Esports,oe:team:d0cd5a00349efaf7a3b8df54e1357e2,0,1.0,0.3515,0.0,0.0,0.0,0.0
LOLTMNT01_58120,Red,Myth Esports,oe:team:04bb54d81b8d6daaaf0eee289e9eb03,1,0.0,0.7733,1.0,1.0,1.0,1.0
LOLTMNT04_26635,Blue,Venomcrest Esports,oe:team:db052729079b7bbe03274df413b2d1b,0,0.0,0.2807,0.0,1.0,0.0,0.0
LOLTMNT04_26635,Red,Lundqvist Lightside,oe:team:91e745607dea86d98f6307553e0491d,1,1.0,0.7719,1.0,0.0,1.0,1.0
LOLTMNT04_27623,Blue,GTZ Esports,oe:team:3659b5cb3434354530c31ce71461fc1,0,0.0,0.3488,1.0,0.0,0.0,0.0
LOLTMNT04_27623,Red,SAW,oe:team:a8a0eef53287f2902287c62a06cabd1,1,1.0,0.5116,0.0,1.0,1.0,1.0
LOLTMNT04_27622,Blue,Gentle Mates,oe:team:d2c27cb51cedbbac1752f1ec81addc4,1,0.0,0.5603,0.0,1.0,0.0,0.0
LOLTMNT04_27622,Red,Solary,oe:team:90938c428db11f6e372f5c6833b9743,0,1.0,0.2914,1.0,0.0,1.0,1.0
LOLTMNT04_27621,Blue,SPIKE Syndicate,oe:team:21903b00a2d96c19ca87cb0e4b28527,1,1.0,0.4634,0.0,1.0,1.0,1.0
LOLTMNT04_27621,Red,Lupus Esports,oe:team:1b4462a50541e063fc148be4082fd0b,0,0.0,0.2163,1.0,0.0,0.0,0.0
LOLTMNT04_27625,Blue,FUT Esports,oe:team:8df5e2c8825f60f136b2cbed5633a81,1,1.0,0.48,1.0,1.0,0.0,0.0
LOLTMNT04_27625,Red,NASR eSports Turkey,oe:team:1bcba9d314932379a955b3de9e8654d,0,0.0,0.4,0.0,0.0,1.0,1.0
LOLTMNT04_26638,Blue,NNO Prime,oe:team:2ae1a4c6fe17bf70dd4b5520d60f55b,1,1.0,0.7684,1.0,1.0,1.0,0.0
LOLTMNT04_26638,Red,SK Gaming Prime,oe:team:aa8c3b781d96ddb7a24ab3240918988,0,0.0,0.3522,0.0,0.0,0.0,1.0
LOLTMNT01_57313,Blue,Fox Gaming,oe:team:04b0bb961538735de30f92ad6e7cc60,1,1.0,0.545,1.0,0.0,0.0,0.0
LOLTMNT01_57313,Red,Anubis Gaming,oe:team:f2094ae60f9b1f3b6a17ad88ad75fc1,0,0.0,0.4152,0.0,1.0,1.0,1.0
LOLTMNT01_57329,Blue,Atleta Esport,oe:team:2857b1b013cbea649c5c610a18efa44,1,1.0,0.5561,0.0,1.0,1.0,1.0
LOLTMNT01_57329,Red,ENEMI3S,oe:team:4e32226d1afb63dde4a39d02cb1cd0f,0,0.0,0.1236,1.0,0.0,0.0,0.0
LOLTMNT01_58133,Blue,Los Heretics,oe:team:2dfc66b98002c5afad2a98dbf86e350,1,0.0,0.6804,1.0,1.0,1.0,1.0
LOLTMNT01_58133,Red,GIANTX Pride,oe:team:1027c6e0b1984a79fdd7be04072b547,0,1.0,0.2474,0.0,0.0,0.0,0.0
LOLTMNT04_26644,Blue,Cyber Wolves,oe:team:fb1fd138f4e0b99eacbe4da8395e94d,1,1.0,0.7579,0.0,1.0,1.0,1.0
LOLTMNT04_26644,Red,Partizan Esports,oe:team:e42ade212c09777da0f54bffe481f6d,0,0.0,0.2526,1.0,0.0,0.0,0.0
LOLTMNT01_57322,Blue,ZennIT,oe:team:79fc65ce199f2e4fe97e277bdef6695,1,0.0,0.5892,0.0,1.0,1.0,0.0
LOLTMNT01_57322,Red,A One Man Army,oe:team:8e2b0d0cd75672565eb80d7e5beaa92,0,1.0,0.1964,1.0,0.0,0.0,1.0
LOLTMNT04_27629,Blue,NORD Esports,oe:team:6ef01b22224b92f917d70dd9f33568b,1,0.0,0.4692,0.0,0.0,0.0,0.0
LOLTMNT04_27629,Red,Nativz,oe:team:a73a242584df96b35d6e606d93608f8,0,1.0,0.5279,1.0,1.0,1.0,1.0
LOLTMNT04_27633,Blue,Keypulse Esports,oe:team:d9f29b4eac8fd2a40f5a117e294316f,0,1.0,0.2067,1.0,1.0,0.0,1.0
LOLTMNT04_27633,Red,White Dragons,oe:team:6468029fb605bd6fdf1cf866e890739,1,0.0,0.6791,0.0,0.0,1.0,0.0
LOLTMNT04_26645,Blue,Eintracht Spandau,oe:team:980ab072663574c2e4fca71f275d302,0,1.0,0.458,0.0,0.0,0.0,0.0
LOLTMNT04_26645,Red,Unicorns of Love Sexy Edition,oe:team:6a060bd74c9041bf0aa89adf9d15d12,1,0.0,0.5562,1.0,1.0,1.0,1.0
LOLTMNT04_27632,Blue,BK ROG Esports,oe:team:c40f6d0d20a7a718c60342e48c144a2,0,1.0,0.369,0.0,1.0,0.0,1.0
LOLTMNT04_27632,Red,Karmine Corp Blue,oe:team:42bf6c1040db8f2221ff017fa4d34e4,1,0.0,0.7073,1.0,0.0,1.0,0.0
LOLTMNT01_57336,Blue,Geekay Esports,oe:team:1ff3f5c94edd806e1fed4105fc48995,0,0.0,0.6633,0.0,1.0,1.0,1.0
