gameid,Bluetopgp,Bluetopwr,Bluetopkda,result,Redtopgp,Redtopwr,Redtopkda,Bluejngp,Bluejngwr,Bluejngkda,Redjnggp,Redjngwr,Redjngkda,Bluemidgp,Bluemidwr,Bluemidkda,Redmidgp,Redmidwr,Redmidkda,Bluebotgp,Bluebotwr,Bluebotkda,Redbotgp,Redbotwr,Redbotkda,Bluesupgp,Bluesupwr,Bluesupkda,Redsupgp,Redsupwr,Redsupkda
10878-10878_game_1,2.0,0.5,3.0,1.0,17.0,0.65,0.0,6.0,0.33,1.67,6.0,0.33,0.5,9.0,0.22,0.4,4.0,0.5,5.0,13.0,0.54,1.2,5.0,0.6,1.5,13.0,0.31,0.0,2.0,0.5,1.0
10878-10878_game_2,1.0,1.0,0.25,1.0,8.0,0.38,9.0,6.0,0.33,0.5,3.0,0.67,3.0,10.0,0.5,1.0,9.0,0.22,0.4,5.0,0.4,9.0,7.0,0.14,6.0,7.0,0.43,0.0,13.0,0.31,0.0
LOLTMNT03_47717,10.0,0.4,3.5,0.0,16.0,0.62,3.0,8.0,0.5,0.5,7.0,1.0,0.67,11.0,0.45,3.0,4.0,0.75,1.75,5.0,0.2,4.0,5.0,0.6,1.0,6.0,0.5,0.0,4.0,1.0,0.33
10878-10878_game_3,8.0,0.38,9.0,0.0,17.0,0.65,0.0,6.0,0.33,1.67,6.0,0.33,0.5,10.0,0.3,1.0,6.0,0.17,2.0,7.0,0.14,6.0,5.0,0.4,9.0,13.0,0.31,0.0,7.0,0.43,0.0
LOLTMNT03_47727,16.0,0.62,3.0,0.0,3.0,0.67,7.0,8.0,0.38,1.5,6.0,0.33,0.0,6.0,0.33,0.33,1.0,1.0,2.0,8.0,0.62,0.33,5.0,0.2,1.5,1.0,0.0,0.0,8.0,0.38,1.0
LOLTMNT03_47738,14.0,0.71,0.33,1.0,2.0,0.0,0.0,15.0,0.67,2.0,1.0,0.0,0.0,7.0,0.71,0.2,1.0,0.0,0.0,8.0,0.62,0.33,4.0,0.5,4.0,5.0,0.6,0.0,8.0,0.38,1.0
10879-10879_game_1,4.0,0.25,1.0,0.0,1.0,1.0,1.0,9.0,0.22,0.62,5.0,0.4,0.25,5.0,0.2,2.0,8.0,0.5,3.0,2.0,0.0,0.2,4.0,0.75,6.0,1.0,0.0,0.0,4.0,0.75,0.0
10879-10879_game_2,6.0,0.5,1.0,1.0,2.0,0.0,1.0,5.0,0.4,1.0,2.0,0.0,0.5,6.0,0.83,1.67,9.0,0.44,0.33,8.0,0.62,2.0,6.0,0.33,1.25,5.0,0.4,1.0,1.0,0.0,0.0
LOLTMNT03_47847,2.0,0.5,2.0,1.0,4.0,0.5,0.25,3.0,0.67,3.0,3.0,0.67,4.0,4.0,1.0,4.0,4.0,0.5,2.0,1.0,1.0,4.0,1.0,0.0,3.0,4.0,0.5,0.0,1.0,0.0,0.2
LOLTMNT03_47887,2.0,0.5,6.0,0.0,8.0,0.88,2.0,3.0,0.33,0.0,2.0,0.5,2.0,2.0,0.0,0.5,8.0,0.62,2.0,2.0,0.5,2.0,4.0,0.5,10.0,1.0,0.0,0.0,2.0,0.5,1.0
LOLTMNT05_24067,3.0,0.67,0.67,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.67,2.0,0.0,0.5,2.0,1.0,4.5,1.0,0.0,0.33,2.0,0.5,0.0,5.0,0.2,0.0
LOLTMNT03_47916,1.0,0.0,0.0,0.0,2.0,0.5,2.0,2.0,0.0,1.33,1.0,1.0,8.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,0.5,0.33,1.0,1.0,3.0,5.0,0.6,0.14,5.0,0.6,0.0
LOLTMNT03_46931,4.0,0.5,3.0,1.0,1.0,0.0,0.2,4.0,0.25,3.5,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.0,0.0,3.0,0.67,1.5,3.0,0.0,1.0,3.0,0.33,0.0,2.0,0.5,0.0
LOLTMNT03_47951,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.2,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.83,4.0,0.75,5.0,1.0,0.0,0.0,8.0,0.38,0.0
LOLTMNT03_47985,1.0,1.0,5.0,1.0,1.0,0.0,0.5,1.0,1.0,2.5,1.0,0.0,0.14,2.0,0.5,6.0,1.0,0.0,0.25,3.0,0.67,7.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.25
LOLTMNT05_25069,2.0,1.0,3.5,1.0,1.0,0.0,2.0,1.0,1.0,6.0,1.0,0.0,0.45,1.0,1.0,3.0,1.0,0.0,1.5,5.0,0.4,1.71,1.0,0.0,0.62,1.0,1.0,0.43,2.0,0.0,0.12
LOLTMNT03_47984,1.0,0.0,2.0,0.0,3.0,0.33,2.0,4.0,0.25,0.14,1.0,1.0,0.67,2.0,0.5,1.0,2.0,0.5,0.4,2.0,0.0,1.0,2.0,0.5,1.75,3.0,0.33,0.0,1.0,1.0,0.25
LOLTMNT03_49006,6.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,8.0,1.0,0.0,0.4,1.0,1.0,2.0,2.0,0.0,6.0,6.0,0.67,0.6,3.0,0.0,1.0
LOLTMNT03_49070,1.0,0.0,0.0,0.0,7.0,0.71,0.0,1.0,0.0,0.2,12.0,0.58,1.0,2.0,0.0,0.33,6.0,0.5,1.75,1.0,0.0,0.4,6.0,0.67,8.0,1.0,0.0,0.0,4.0,0.75,1.0
LOLTMNT05_25071,2.0,0.0,0.12,0.0,1.0,1.0,1.75,1.0,0.0,4.0,3.0,0.33,4.0,1.0,0.0,1.0,3.0,0.67,1.0,1.0,0.0,0.43,2.0,1.0,3.5,2.0,0.0,0.43,4.0,0.75,1.5
LOLTMNT03_48091,2.0,0.5,2.0,1.0,3.0,0.67,2.0,1.0,1.0,9.0,1.0,0.0,0.0,2.0,0.5,5.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,1.5,3.0,0.67,0.5,1.0,0.0,0.14
LOLTMNT03_49075,5.0,1.0,1.33,1.0,1.0,0.0,0.5,3.0,1.0,2.0,1.0,0.0,0.0,5.0,0.4,1.75,2.0,0.0,2.25,5.0,0.6,2.67,1.0,0.0,0.33,8.0,0.75,1.0,1.0,0.0,0.0
LOLTMNT03_48086,4.0,0.75,2.0,1.0,4.0,0.5,4.0,5.0,0.6,0.67,1.0,0.0,0.17,5.0,0.6,2.0,3.0,0.33,0.25,3.0,0.67,7.0,5.0,0.4,0.5,3.0,1.0,0.0,1.0,0.0,0.0
LOLTMNT03_48140,4.0,0.75,4.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.17,5.0,0.6,1.5,2.0,0.0,0.67,6.0,0.67,3.0,1.0,0.0,0.5,3.0,1.0,3.0,4.0,0.0,0.2
LOLTMNT05_24077,2.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.33,2.0,1.0,1.75,2.0,0.0,0.12,1.0,1.0,2.75,2.0,0.5,2.25,3.0,0.67,0.33,3.0,0.67,0.0
LOLTMNT03_49112,7.0,0.29,2.5,0.0,1.0,1.0,4.0,3.0,0.33,4.5,4.0,0.75,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,3.0,0.67,0.0,4.0,1.0,0.0
LOLTMNT03_48160,6.0,0.5,1.0,1.0,3.0,0.0,1.5,2.0,0.5,0.0,2.0,0.0,0.25,2.0,0.5,3.0,2.0,0.0,0.2,4.0,0.5,3.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.4
LOLTMNT03_49110,11.0,0.55,3.0,0.0,8.0,0.88,0.33,1.0,0.0,1.5,4.0,0.75,1.5,1.0,0.0,2.33,4.0,0.5,0.0,1.0,0.0,0.67,3.0,0.67,5.5,1.0,0.0,0.0,1.0,1.0,0.0
LOLTMNT03_49140,4.0,1.0,7.0,1.0,2.0,0.0,0.0,7.0,0.71,1.0,1.0,0.0,0.25,9.0,0.56,0.67,1.0,0.0,0.33,4.0,0.75,5.0,2.0,0.5,3.0,5.0,0.6,0.0,1.0,0.0,0.0
LOLTMNT05_24078,1.0,1.0,3.0,1.0,5.0,0.6,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.25,1.0,1.0,5.0,1.0,0.0,1.0,8.0,0.75,1.33,1.0,0.0,0.25
LOLTMNT03_49163,4.0,0.75,0.0,1.0,3.0,0.0,0.4,2.0,1.0,3.0,8.0,0.5,0.12,3.0,0.67,1.67,3.0,0.33,3.0,1.0,1.0,6.0,1.0,0.0,0.4,2.0,1.0,0.25,6.0,0.17,0.14
LOLTMNT03_49180,1.0,0.0,0.75,0.0,1.0,1.0,3.0,1.0,0.0,0.0,5.0,0.6,0.0,1.0,0.0,0.0,2.0,0.5,3.0,4.0,0.75,6.0,3.0,1.0,4.0,3.0,0.67,0.0,3.0,1.0,0.33
LOLTMNT03_48206,6.0,0.83,4.0,1.0,1.0,0.0,0.33,6.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,0.5,6.0,0.67,9.0,10.0,0.4,0.0,9.0,0.78,0.33,8.0,0.12,0.0
LOLTMNT03_49190,5.0,0.6,1.0,0.0,1.0,1.0,1.33,5.0,0.4,0.25,1.0,1.0,5.0,6.0,0.0,0.25,4.0,0.75,1.0,2.0,0.0,1.5,6.0,0.67,9.0,1.0,0.0,0.0,9.0,0.78,0.33
LOLTMNT03_48221,1.0,0.0,0.25,0.0,2.0,1.0,1.33,1.0,0.0,0.38,4.0,0.5,4.0,2.0,0.0,2.0,3.0,1.0,1.5,1.0,0.0,1.67,3.0,0.67,1.5,3.0,0.0,0.33,2.0,0.5,0.33
LOLTMNT03_49198,5.0,0.2,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.5,6.0,0.83,5.0,6.0,0.0,0.25,2.0,1.0,1.0,10.0,0.4,0.0,1.0,1.0,2.0,8.0,0.12,0.0,1.0,1.0,0.0
LOLTMNT03_48226,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.33,2.0,0.0,0.0,4.0,1.0,3.5,1.0,0.0,2.0,4.0,0.75,5.0,2.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,7.0
LOLTMNT03_48260,11.0,0.27,0.33,0.0,3.0,0.67,2.0,1.0,0.0,0.5,4.0,0.25,0.0,8.0,0.25,0.75,7.0,0.43,1.33,5.0,0.4,0.0,7.0,0.14,1.25,2.0,0.0,0.0,5.0,0.2,1.0
LOLTMNT03_48267,13.0,0.23,0.5,1.0,6.0,0.17,0.67,7.0,0.57,2.0,5.0,0.0,1.5,4.0,0.5,1.0,7.0,0.43,1.33,5.0,0.4,0.0,7.0,0.29,0.0,7.0,0.43,0.67,1.0,0.0,0.0
10834-10834_game_1,5.0,0.6,3.0,1.0,2.0,0.0,0.17,1.0,1.0,3.0,1.0,0.0,0.5,7.0,0.43,1.5,3.0,0.0,0.67,4.0,0.5,1.67,3.0,0.33,9.0,2.0,1.0,0.0,3.0,0.33,3.0
10834-10834_game_2,4.0,0.0,0.33,0.0,5.0,0.6,3.0,4.0,0.25,7.0,5.0,1.0,2.67,2.0,0.0,2.33,6.0,0.67,2.0,5.0,0.4,0.25,4.0,0.5,1.0,2.0,0.5,2.0,1.0,1.0,3.33
LOLTMNT03_49237,3.0,0.0,0.0,0.0,6.0,0.17,0.67,3.0,0.33,1.0,2.0,1.0,3.0,11.0,0.55,8.0,4.0,0.5,1.0,5.0,0.4,1.0,7.0,0.29,0.5,7.0,0.43,0.0,7.0,0.43,0.67
10834-10834_game_3,2.0,1.0,2.0,1.0,1.0,0.0,0.33,2.0,0.5,11.0,8.0,0.75,1.33,4.0,0.75,4.5,6.0,0.17,3.0,2.0,0.5,0.33,11.0,0.55,0.5,8.0,0.5,0.67,1.0,0.0,0.0
LOLTMNT03_48296,2.0,1.0,4.0,1.0,10.0,0.7,1.0,11.0,0.73,2.0,2.0,0.5,0.0,6.0,1.0,1.0,6.0,0.67,10.0,10.0,0.7,3.5,13.0,0.62,6.0,5.0,1.0,0.0,2.0,0.0,0.0
10835-10835_game_1,2.0,0.0,0.8,0.0,8.0,0.38,2.0,1.0,0.0,1.33,11.0,0.64,5.0,4.0,0.5,3.5,1.0,1.0,2.0,4.0,0.5,6.0,10.0,0.6,6.0,3.0,0.33,0.33,11.0,0.73,0.33
LOLTMNT03_48298,4.0,0.75,0.6,1.0,12.0,0.67,1.0,9.0,1.0,2.0,10.0,0.7,1.0,2.0,1.0,1.5,8.0,0.5,0.33,7.0,1.0,5.0,3.0,0.33,4.0,4.0,1.0,0.0,10.0,0.6,0.0
10835-10835_game_2,5.0,0.4,2.0,1.0,1.0,0.0,0.67,1.0,1.0,3.0,5.0,0.4,5.0,5.0,0.8,3.0,5.0,0.6,0.67,8.0,0.38,1.0,1.0,0.0,0.2,4.0,0.25,0.0,8.0,0.38,1.0
10835-10835_game_3,5.0,0.2,0.0,0.0,5.0,0.8,0.75,1.0,0.0,0.0,3.0,0.67,4.0,4.0,0.25,0.8,1.0,1.0,2.0,2.0,0.5,0.33,7.0,0.57,7.0,3.0,0.67,0.5,3.0,0.33,0.17
10836-10836_game_1,6.0,0.33,5.0,0.0,5.0,0.8,1.0,5.0,0.4,1.0,8.0,0.5,0.67,4.0,0.25,2.0,6.0,0.83,6.0,3.0,0.33,1.67,8.0,0.88,6.0,5.0,0.8,2.0,1.0,1.0,0.67
10836-10836_game_2,2.0,1.0,4.0,1.0,8.0,0.5,1.0,6.0,0.5,0.6,4.0,0.5,2.0,3.0,1.0,3.0,1.0,0.0,1.5,1.0,1.0,9.0,5.0,0.4,0.33,10.0,0.6,0.17,5.0,0.4,0.0
LOLTMNT06_25263,4.0,0.5,2.0,1.0,1.0,0.0,0.33,2.0,1.0,1.0,1.0,0.0,0.0,6.0,0.67,1.33,2.0,0.0,0.2,13.0,0.69,1.5,1.0,0.0,0.67,3.0,1.0,1.67,2.0,0.0,0.0
LOLTMNT03_48497,3.0,0.33,0.17,0.0,4.0,0.75,4.0,3.0,0.33,0.8,1.0,1.0,0.5,2.0,0.5,0.75,2.0,1.0,7.0,3.0,0.33,0.75,9.0,0.56,1.0,1.0,0.0,0.25,2.0,1.0,4.0
LOLTMNT03_48490,5.0,0.4,0.75,0.0,2.0,0.5,1.0,1.0,0.0,0.14,1.0,1.0,1.0,1.0,0.0,0.71,2.0,0.5,0.5,2.0,0.5,6.0,2.0,1.0,4.0,3.0,0.33,0.0,2.0,0.5,0.0
LOLTMNT06_25260,3.0,0.33,0.17,0.0,2.0,0.5,5.0,2.0,0.0,0.0,9.0,0.78,7.0,1.0,0.0,0.33,5.0,0.8,5.0,4.0,0.5,2.5,3.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.5
LOLTMNT03_48505,1.0,1.0,8.0,1.0,1.0,0.0,0.29,1.0,1.0,2.0,1.0,0.0,0.25,1.0,1.0,1.5,2.0,0.5,3.0,2.0,0.5,0.0,1.0,0.0,0.25,1.0,1.0,0.2,2.0,0.5,0.0
LOLTMNT03_49442,1.0,0.0,0.67,0.0,1.0,1.0,2.0,1.0,0.0,0.25,3.0,0.33,7.0,2.0,0.5,2.0,2.0,0.5,7.0,6.0,0.5,1.0,2.0,0.5,0.5,2.0,0.0,0.25,3.0,0.33,0.0
LOLTMNT06_24335,5.0,0.8,3.5,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,0.5,0.0,2.0,0.5,2.5,2.0,0.5,1.0,3.0,0.67,5.5,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0
LOLTMNT06_25277,3.0,0.33,8.0,0.0,2.0,1.0,3.0,1.0,0.0,0.67,2.0,1.0,0.33,4.0,0.5,0.25,2.0,1.0,8.0,2.0,0.5,11.0,2.0,0.5,1.5,5.0,0.6,0.33,3.0,0.67,1.5
LOLTMNT03_48544,1.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,0.75,1.67,1.0,0.0,0.5,3.0,0.33,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.5,9.0,1.0,1.0,0.0,2.0,0.5,1.0
LOLTMNT03_48543,7.0,0.57,0.25,1.0,5.0,0.8,1.0,7.0,0.86,0.0,8.0,0.75,3.0,4.0,0.5,2.5,4.0,0.25,0.0,5.0,1.0,8.0,7.0,0.29,0.5,5.0,0.6,0.0,3.0,0.67,0.0
LOLTMNT06_24334,4.0,0.25,0.33,0.0,2.0,0.5,0.0,1.0,0.0,1.33,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,2.25,1.0,0.0,0.0,2.0,0.5,0.0
LOLTMNT03_48547,3.0,0.0,0.29,0.0,1.0,1.0,0.75,3.0,0.33,1.75,7.0,0.71,1.33,4.0,0.0,0.0,11.0,0.82,5.0,4.0,0.25,5.0,3.0,0.33,4.0,3.0,0.33,0.33,4.0,0.75,1.0
LOLTMNT03_48529,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.25,3.0,1.0,3.0,1.0,0.0,0.0,2.0,0.5,0.67,2.0,0.5,1.75,5.0,0.4,3.0,2.0,0.0,0.0,4.0,0.75,3.0
LOLTMNT03_48567,10.0,0.6,4.0,1.0,2.0,0.5,0.0,1.0,1.0,0.2,5.0,0.4,0.0,1.0,1.0,2.5,3.0,0.33,2.0,2.0,0.5,11.0,1.0,0.0,5.0,5.0,0.6,0.0,1.0,0.0,0.0
LOLTMNT03_48562,2.0,0.5,0.33,1.0,3.0,0.33,0.43,2.0,0.5,1.0,1.0,0.0,4.33,2.0,0.5,1.5,1.0,0.0,0.57,1.0,1.0,1.25,1.0,0.0,2.2,2.0,0.5,0.2,3.0,0.33,0.0
LOLTMNT06_25295,1.0,0.0,0.5,0.0,2.0,1.0,5.0,1.0,0.0,0.2,10.0,0.9,1.0,7.0,0.86,2.0,12.0,0.83,6.0,7.0,0.57,1.75,8.0,1.0,9.0,1.0,0.0,0.25,8.0,0.75,0.0
LOLTMNT03_48575,4.0,0.5,4.0,1.0,4.0,0.5,3.0,2.0,0.5,0.0,1.0,0.0,0.3,3.0,0.33,0.25,6.0,0.0,0.2,5.0,0.4,0.5,1.0,0.0,7.0,2.0,1.0,0.5,2.0,0.0,0.25
LOLTMNT03_48590,2.0,0.5,1.0,1.0,4.0,0.25,0.0,4.0,0.5,0.2,6.0,0.17,0.0,2.0,0.5,5.0,1.0,0.0,0.25,2.0,0.5,4.0,3.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0
LOLTMNT06_24350,2.0,0.5,0.67,0.0,2.0,1.0,2.0,3.0,0.0,0.12,8.0,0.75,0.75,2.0,0.0,0.67,7.0,0.57,3.0,1.0,0.0,0.5,2.0,1.0,4.5,3.0,0.33,0.25,5.0,1.0,1.0
LOLTMNT03_48591,2.0,0.0,0.33,0.0,4.0,0.75,0.0,2.0,0.5,0.67,5.0,0.6,1.0,1.0,0.0,0.5,3.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,9.0,1.0,0.0,0.33,7.0,0.57,0.0
LOLTMNT03_48577,4.0,0.75,0.0,0.0,1.0,1.0,0.0,8.0,0.88,0.0,2.0,0.5,0.2,2.0,0.5,2.0,2.0,0.5,0.75,5.0,0.6,0.5,3.0,0.67,0.33,8.0,0.62,0.0,3.0,0.67,0.5
LOLTMNT03_48602,3.0,0.33,2.5,0.0,4.0,0.5,0.67,4.0,0.5,0.83,8.0,0.38,0.57,4.0,0.75,6.0,7.0,0.43,3.0,2.0,0.0,1.0,4.0,0.5,4.5,2.0,0.5,0.0,5.0,0.6,0.0
LOLTMNT06_25327,3.0,0.67,5.0,1.0,1.0,0.0,0.33,8.0,0.75,2.5,2.0,0.0,0.43,8.0,0.62,2.0,6.0,0.33,0.25,5.0,1.0,4.0,1.0,0.0,0.0,9.0,0.44,0.17,1.0,0.0,0.33
LOLTMNT06_24376,1.0,0.0,0.8,0.0,1.0,1.0,2.0,1.0,0.0,0.2,1.0,1.0,0.67,1.0,0.0,0.33,3.0,1.0,2.0,1.0,0.0,1.25,6.0,0.67,4.5,2.0,0.5,0.0,11.0,0.64,1.0
LOLTMNT06_24375,1.0,0.0,0.2,0.0,12.0,0.75,8.0,2.0,0.0,0.0,1.0,1.0,0.67,1.0,0.0,0.12,7.0,0.43,2.33,1.0,0.0,3.0,3.0,0.67,5.0,1.0,0.0,0.5,8.0,0.5,2.0
LOLTMNT03_49577,8.0,0.5,1.0,1.0,3.0,0.33,0.2,5.0,0.6,0.75,1.0,0.0,1.0,6.0,0.67,1.0,4.0,0.5,1.0,5.0,0.4,3.5,6.0,0.5,0.5,2.0,1.0,0.33,1.0,0.0,0.14
LOLTMNT06_24378,6.0,0.5,6.0,0.0,3.0,0.33,0.33,5.0,0.0,0.33,4.0,1.0,5.0,3.0,0.0,0.0,6.0,0.83,5.0,5.0,0.4,9.0,3.0,1.0,7.0,5.0,0.6,0.0,6.0,0.67,0.0
LOLTMNT03_49587,11.0,0.64,1.5,1.0,2.0,0.5,0.5,1.0,1.0,3.0,4.0,0.75,3.0,5.0,0.8,1.25,1.0,0.0,2.0,4.0,0.5,0.67,3.0,0.67,3.0,3.0,0.67,0.0,3.0,0.67,0.0
LOLTMNT03_49586,1.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.5,2.0,6.0,1.0,0.0,1.0,0.0,1.25,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,3.0,1.0,0.0,0.5,5.0,1.0,0.0
LOLTMNT03_48610,6.0,0.5,5.0,0.0,4.0,0.75,0.25,5.0,0.6,0.67,4.0,1.0,2.0,5.0,0.6,2.0,8.0,0.62,1.2,6.0,0.33,1.0,3.0,0.67,5.5,4.0,0.25,0.14,2.0,0.5,0.0
LOLTMNT06_25341,3.0,0.67,8.0,1.0,1.0,0.0,0.14,6.0,0.83,2.0,1.0,0.0,0.14,5.0,0.8,2.5,1.0,0.0,0.17,7.0,0.43,2.0,3.0,0.33,0.5,11.0,0.45,0.17,2.0,0.0,0.33
LOLTMNT06_25345,1.0,0.0,0.5,0.0,4.0,0.75,0.0,2.0,0.0,2.0,7.0,0.57,2.5,1.0,0.0,0.4,4.0,0.75,0.0,5.0,0.0,4.0,7.0,0.86,3.5,2.0,0.0,1.0,1.0,1.0,2.0
LOLTMNT03_49621,5.0,0.2,4.0,0.0,2.0,1.0,1.33,1.0,0.0,0.25,0.0,,0.0,1.0,0.0,0.5,11.0,0.73,0.6,3.0,0.33,10.0,5.0,0.8,5.0,7.0,0.71,0.2,6.0,0.5,2.0
LOLTMNT06_24382,1.0,0.0,0.12,0.0,3.0,1.0,5.0,1.0,0.0,0.5,2.0,0.5,1.0,1.0,0.0,0.2,3.0,1.0,2.0,2.0,0.5,6.0,6.0,0.67,3.0,3.0,0.67,1.0,2.0,1.0,0.67
LOLTMNT06_24392,2.0,0.5,2.0,1.0,1.0,0.0,0.14,3.0,0.33,1.0,6.0,0.5,0.2,3.0,0.33,0.62,2.0,0.5,0.75,4.0,0.5,1.0,2.0,0.5,4.5,4.0,0.75,0.0,8.0,0.38,0.0
LOLTMNT03_48663,2.0,1.0,2.5,1.0,3.0,0.67,8.0,3.0,0.67,2.5,5.0,0.4,0.25,2.0,1.0,0.4,4.0,0.5,5.0,2.0,1.0,2.0,4.0,0.25,1.0,1.0,1.0,0.0,11.0,0.45,0.5
LOLTMNT03_48667,4.0,0.25,0.0,0.0,3.0,1.0,4.0,2.0,0.5,3.0,3.0,0.67,0.0,5.0,0.6,1.25,3.0,0.33,4.0,8.0,0.62,0.33,5.0,0.6,3.0,11.0,0.45,0.5,6.0,0.83,0.5
LOLTMNT03_48668,6.0,0.83,3.0,1.0,4.0,0.5,5.0,8.0,0.75,0.0,1.0,0.0,0.75,6.0,1.0,4.0,3.0,0.67,1.75,7.0,0.71,0.75,4.0,0.25,1.0,7.0,0.71,0.0,5.0,0.6,0.5
LOLTMNT03_48732,14.0,0.43,4.0,0.0,6.0,0.5,1.0,3.0,0.67,0.5,4.0,0.75,0.5,6.0,0.33,0.5,3.0,0.67,1.0,8.0,0.5,0.5,2.0,0.5,1.33,2.0,0.0,0.5,4.0,0.5,0.14
LOLTMNT03_48729,16.0,0.62,3.0,1.0,1.0,0.0,0.71,2.0,0.5,2.33,4.0,0.5,1.5,6.0,0.33,0.33,12.0,0.58,4.0,8.0,0.62,0.33,11.0,0.55,5.0,5.0,0.6,0.0,12.0,0.67,0.5
LOLTMNT03_49695,11.0,0.64,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,15.0,0.6,0.0,2.0,0.5,4.0,2.0,0.0,1.5,10.0,0.6,2.5,6.0,0.67,2.33,9.0,0.44,0.0,5.0,0.0,0.0
LOLTMNT03_49696,2.0,0.0,0.67,0.0,17.0,0.82,2.0,9.0,0.11,0.25,5.0,1.0,2.0,11.0,0.18,0.29,12.0,0.83,4.0,2.0,0.5,5.0,7.0,1.0,2.0,2.0,0.5,0.0,1.0,1.0,3.0
LOLTMNT03_48739,17.0,0.82,2.0,1.0,3.0,0.0,0.0,5.0,0.8,3.0,2.0,0.0,0.38,12.0,0.83,4.0,11.0,0.18,0.29,13.0,0.92,3.0,3.0,0.0,0.67,7.0,1.0,1.0,3.0,0.33,0.0
10837-10837_game_1,9.0,0.44,0.6,1.0,4.0,0.25,0.83,4.0,0.75,0.5,2.0,0.0,0.0,4.0,0.5,1.0,4.0,0.75,0.5,2.0,1.0,7.0,8.0,0.25,1.33,1.0,1.0,1.0,4.0,0.25,3.0
LOLTMNT03_49708,10.0,0.6,1.33,1.0,8.0,0.5,1.5,9.0,0.67,3.0,7.0,0.29,2.0,5.0,0.6,0.83,7.0,0.43,0.5,1.0,1.0,4.0,15.0,0.27,0.2,1.0,1.0,1.5,2.0,0.0,0.0
LOLTMNT03_49709,1.0,1.0,1.0,1.0,2.0,0.5,0.5,5.0,0.2,0.5,12.0,0.58,0.2,7.0,0.14,0.67,2.0,0.5,4.0,6.0,0.67,2.33,4.0,0.25,6.0,5.0,0.6,2.0,6.0,0.33,0.0
LOLTMNT03_49710,25.0,0.56,1.0,0.0,3.0,1.0,0.0,6.0,0.5,0.0,11.0,0.82,1.33,3.0,0.67,3.0,4.0,0.75,1.75,8.0,0.62,3.5,15.0,0.6,2.0,13.0,0.46,0.0,8.0,0.75,1.5
LOLTMNT03_49718,2.0,0.0,0.6,0.0,11.0,0.55,0.4,5.0,0.4,0.4,8.0,0.38,0.5,4.0,0.5,1.5,1.0,1.0,5.0,10.0,0.6,2.5,6.0,0.67,2.33,9.0,0.44,0.0,2.0,1.0,0.67
LOLTMNT03_48745,8.0,0.38,2.0,0.0,14.0,0.43,4.0,5.0,0.2,0.0,14.0,0.5,0.0,7.0,0.43,0.5,9.0,0.56,4.0,2.0,0.5,1.33,8.0,0.5,0.5,2.0,0.0,0.0,6.0,0.5,1.0
10837-10837_game_2,8.0,0.62,0.2,1.0,6.0,0.33,0.33,8.0,0.5,0.29,2.0,0.5,1.0,3.0,0.67,0.67,2.0,0.5,3.0,2.0,1.0,10.0,1.0,0.0,0.5,3.0,1.0,0.75,8.0,0.5,0.0
10880-10880_game_1,5.0,0.4,1.0,1.0,5.0,0.6,6.0,2.0,0.5,0.5,3.0,0.33,3.0,5.0,0.4,0.75,8.0,0.5,0.25,4.0,0.25,2.5,5.0,0.2,0.25,6.0,0.5,0.0,4.0,0.0,0.0
