gameid,Bluetopgp,Bluetopwr,Bluetopkda10,Bluetopkda15,Bluetopgolddiffat10,Bluetopgolddiffat15,Redtopgp,Redtopwr,Redtopkda10,Redtopkda15,Redtopgolddiffat10,Redtopgolddiffat15,Bluejnggp,Bluejngwr,Bluejngkda10,Bluejngkda15,Bluejnggolddiffat10,Bluejnggolddiffat15,Redjnggp,Redjngwr,Redjngkda10,Redjngkda15,Redjnggolddiffat10,Redjnggolddiffat15,Bluemidgp,Bluemidwr,Bluemidkda10,Bluemidkda15,Bluemidgolddiffat10,Bluemidgolddiffat15,Redmidgp,Redmidwr,Redmidkda10,Redmidkda15,Redmidgolddiffat10,Redmidgolddiffat15,Bluebotgp,Bluebotwr,Bluebotkda10,Bluebotkda15,Bluebotgolddiffat10,Bluebotgolddiffat15,Redbotgp,Redbotwr,Redbotkda10,Redbotkda15,Redbotgolddiffat10,Redbotgolddiffat15,Bluesupgp,Bluesupwr,Bluesupkda10,Bluesupkda15,Bluesupgolddiffat10,Bluesupgolddiffat15,Redsupgp,Redsupwr,Redsupkda10,Redsupkda15,Redsupgolddiffat10,Redsupgolddiffat15,firsttower,firstblood,firstherald,firstbaron,firstdragon,result
10814-10814_game_2,1.0,1.0,,1.67,,,4.0,0.25,,1.06,,,4.0,0.5,,1.07,,,8.0,0.5,,0.63,,,3.0,0.33,,0.75,,,1.0,0.0,,0.8,,,2.0,0.5,,0.33,,,8.0,0.25,,1.96,,,4.0,1.0,,0.12,,,4.0,0.25,,0.19,,,,0.0,,,,1.0
LOLTMNT02_59024,25.0,0.56,0.12,1.33,-123.32,-5.92,3.0,0.0,0.0,0.29,-130.33,-359.33,8.0,0.75,0.25,0.84,-117.0,13.5,6.0,0.33,0.33,0.67,-202.0,-273.33,12.0,0.58,0.21,1.42,-33.58,166.08,2.0,0.0,0.0,0.2,-281.0,-440.5,9.0,0.78,0.56,5.12,-111.33,-463.22,3.0,0.33,0.67,1.43,324.67,718.33,12.0,0.67,0.08,0.21,2.75,84.92,1.0,0.0,0.0,0.0,69.0,445.0,1.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT02_59022,6.0,0.17,0.17,1.0,-61.67,-36.67,3.0,0.67,0.5,1.86,653.33,1677.67,3.0,0.33,0.0,0.14,201.33,147.0,3.0,1.0,0.33,1.0,-398.67,-355.0,1.0,0.0,4.0,1.33,1894.0,1992.0,1.0,1.0,0.0,1.0,-1894.0,-1992.0,3.0,0.33,0.33,0.7,-330.33,-670.67,0.0,,,,,,3.0,0.33,0.67,0.31,-153.33,-368.33,3.0,0.33,0.67,0.54,213.33,50.0,1.0,0.0,0.0,0.0,1.0,0.0
10779-10779_game_1,5.0,1.0,,0.82,,,1.0,0.0,,0.0,,,5.0,1.0,,3.17,,,7.0,0.29,,0.95,,,8.0,1.0,,1.1,,,7.0,0.29,,1.21,,,8.0,1.0,,3.13,,,8.0,0.38,,1.5,,,7.0,0.86,,0.71,,,9.0,0.11,,0.1,,,,0.0,,,,1.0
10814-10814_game_3,8.0,0.62,,0.54,,,6.0,0.17,,1.0,,,1.0,1.0,,4.0,,,3.0,0.33,,1.0,,,7.0,0.71,,1.6,,,4.0,0.5,,2.14,,,5.0,0.4,,1.94,,,1.0,0.0,,1.25,,,4.0,0.25,,0.19,,,2.0,0.0,,0.0,,,,1.0,,,,1.0
LOLTMNT02_59034,6.0,0.17,0.17,1.0,-61.67,-36.67,7.0,0.43,0.12,0.46,116.14,-430.29,2.0,0.0,1.0,1.5,419.5,886.5,3.0,1.0,0.33,1.0,-398.67,-355.0,5.0,0.2,0.6,0.55,1.8,-309.0,1.0,1.0,0.0,8.0,-425.0,-461.0,4.0,0.0,0.0,0.67,-1173.25,-1933.0,0.0,,,,,,1.0,0.0,0.0,0.0,-196.0,-376.0,3.0,0.67,0.33,0.33,87.0,-39.67,1.0,1.0,1.0,1.0,0.0,0.0
10779-10779_game_2,1.0,0.0,,1.33,,,9.0,0.78,,1.35,,,7.0,0.29,,0.95,,,12.0,0.67,,0.86,,,7.0,0.14,,1.5,,,3.0,1.0,,3.5,,,8.0,0.62,,1.22,,,8.0,1.0,,3.13,,,2.0,0.5,,0.8,,,1.0,1.0,,0.67,,,,1.0,,,,0.0
10815-10815_game_1,5.0,0.8,,1.08,,,6.0,0.33,,0.47,,,7.0,0.71,,1.74,,,1.0,0.0,,0.33,,,5.0,0.8,,1.92,,,4.0,0.5,,1.44,,,8.0,0.88,,3.36,,,1.0,0.0,,0.0,,,11.0,0.73,,0.47,,,1.0,0.0,,0.0,,,,0.0,,,,1.0
LOLTMNT02_59055,9.0,0.33,0.2,0.65,-273.67,-185.22,1.0,0.0,0.0,0.25,184.0,14.0,3.0,0.67,1.0,1.0,153.67,194.33,9.0,0.56,1.11,1.14,177.33,383.78,1.0,1.0,0.0,0.5,-284.0,-94.0,11.0,0.55,0.17,0.97,10.64,-11.55,4.0,0.75,1.25,1.82,1019.5,1248.75,4.0,0.25,0.0,0.57,-410.75,-163.25,4.0,0.5,0.0,0.32,-30.0,132.75,4.0,0.5,0.0,0.78,71.75,380.75,1.0,0.0,1.0,0.0,1.0,1.0
10815-10815_game_2,9.0,0.44,,0.83,,,7.0,0.57,,0.62,,,3.0,0.0,,1.3,,,6.0,0.83,,0.27,,,3.0,0.67,,2.33,,,3.0,0.67,,1.5,,,2.0,0.0,,0.62,,,2.0,0.5,,1.5,,,8.0,0.5,,0.24,,,2.0,0.5,,0.5,,,,1.0,,,,0.0
10780-10780_game_1,11.0,0.82,,1.13,,,2.0,0.0,,0.62,,,5.0,0.8,,1.91,,,14.0,0.43,,0.49,,,9.0,1.0,,1.87,,,12.0,0.5,,0.96,,,7.0,0.71,,2.46,,,1.0,0.0,,0.33,,,9.0,0.89,,0.38,,,14.0,0.5,,0.18,,,,1.0,,,,1.0
LOLTMNT02_59082,12.0,0.58,0.08,1.24,-79.5,-95.08,9.0,0.33,0.2,0.65,-273.67,-185.22,9.0,0.56,1.11,1.14,177.33,383.78,3.0,0.33,0.33,0.86,-83.0,-677.67,7.0,0.43,0.0,0.82,-213.71,-58.0,13.0,0.62,0.0,1.09,-298.69,-421.08,6.0,0.67,0.43,3.14,-255.67,60.67,3.0,0.33,1.67,0.8,540.67,716.67,2.0,1.0,0.5,0.33,-344.5,-513.5,4.0,0.5,0.0,0.05,-458.25,-844.5,1.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT02_59109,8.0,0.38,0.0,0.6,289.88,500.62,1.0,1.0,0.0,2.0,-338.0,63.0,2.0,0.5,0.5,0.75,209.5,234.0,15.0,0.6,0.47,0.62,-58.8,-101.4,7.0,0.57,0.11,1.25,-96.29,137.29,7.0,0.86,0.57,2.31,109.86,112.0,4.0,0.25,0.5,2.89,-55.75,163.0,3.0,1.0,0.0,0.5,-15.0,-346.0,10.0,0.6,0.3,0.15,131.4,20.7,7.0,0.86,0.43,1.75,190.86,392.57,1.0,0.0,0.0,0.0,1.0,0.0
10780-10780_game_2,5.0,0.6,,1.94,,,5.0,0.6,,0.42,,,14.0,0.43,,0.49,,,2.0,0.0,,1.33,,,8.0,0.88,,1.29,,,12.0,0.5,,1.19,,,1.0,1.0,,2.5,,,1.0,0.0,,1.0,,,10.0,0.8,,0.29,,,10.0,0.5,,0.13,,,,0.0,,,,1.0
10780-10780_game_3,11.0,0.82,,1.13,,,1.0,0.0,,1.0,,,13.0,0.92,,1.67,,,2.0,0.5,,0.57,,,10.0,0.5,,0.81,,,12.0,0.5,,0.96,,,15.0,0.73,,2.5,,,4.0,0.25,,0.8,,,3.0,0.33,,0.07,,,14.0,0.5,,0.18,,,,1.0,,,,1.0
LOLTMNT02_59219,1.0,0.0,0.0,0.5,-264.0,-1887.0,3.0,0.67,0.0,4.0,97.33,643.67,1.0,0.0,1.0,0.5,468.0,21.0,1.0,1.0,0.0,0.0,-468.0,-21.0,4.0,0.0,0.0,1.5,-159.5,-331.0,2.0,0.5,0.0,1.5,-321.5,-635.5,3.0,0.33,0.33,1.38,23.67,-189.0,3.0,0.67,0.0,1.6,216.0,375.0,2.0,0.0,0.0,0.09,126.0,-125.5,2.0,1.0,0.0,1.5,-150.0,267.0,0.0,1.0,0.0,0.0,0.0,0.0
LOLTMNT02_58341,8.0,0.75,0.12,1.11,-240.38,-134.12,1.0,0.0,0.0,2.0,-772.0,-1616.0,5.0,0.6,0.0,0.46,-162.0,-12.0,1.0,0.0,0.0,0.0,-143.0,-620.0,5.0,0.2,0.0,1.09,-287.4,-255.6,3.0,0.0,0.0,0.43,-845.33,-1726.0,4.0,0.25,0.25,0.75,-409.5,-479.5,1.0,0.0,0.0,0.33,-4.0,261.0,4.0,0.5,0.25,0.24,365.5,558.25,1.0,0.0,0.0,0.67,-731.0,-911.0,1.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT05_23653,2.0,1.0,0.25,3.5,179.5,993.5,2.0,0.5,0.5,0.83,-376.0,-992.5,4.0,0.75,0.5,0.67,-82.5,27.5,2.0,0.5,0.5,1.33,418.5,405.5,5.0,0.6,0.17,1.67,-151.4,-0.8,2.0,0.5,1.0,1.6,310.0,203.0,3.0,1.0,0.0,1.75,164.33,112.33,3.0,0.33,1.33,4.0,275.0,421.33,1.0,1.0,0.0,0.0,-65.0,-430.0,2.0,0.0,0.5,0.17,282.0,132.5,1.0,1.0,1.0,1.0,0.0,1.0
LOLTMNT02_59299,4.0,0.25,0.25,1.09,-355.0,-481.0,3.0,0.33,0.33,2.0,337.0,1237.0,1.0,1.0,1.0,0.25,-137.0,-273.0,2.0,0.5,1.5,1.0,378.5,613.5,2.0,0.5,0.5,0.86,301.5,194.5,3.0,0.33,0.33,0.6,-140.33,-323.0,2.0,0.5,2.0,2.67,278.5,223.5,1.0,0.0,0.5,2.0,-77.0,-364.0,3.0,0.33,0.33,0.18,68.67,301.33,1.0,0.0,0.0,0.0,20.0,87.0,1.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT02_58383,5.0,0.2,0.17,0.5,126.6,-160.8,5.0,0.8,0.0,1.83,-32.8,226.4,4.0,0.5,0.0,0.27,-204.0,-391.5,3.0,1.0,0.0,0.83,162.0,430.0,1.0,0.0,0.0,0.25,-818.0,-1675.0,5.0,0.8,0.8,2.25,349.6,668.8,4.0,0.5,0.5,2.22,-445.75,-826.0,5.0,0.8,0.8,2.44,-248.8,-164.4,8.0,0.38,0.12,0.25,-68.12,50.62,2.0,1.0,0.5,1.5,408.0,744.0,0.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT02_58433,1.0,1.0,0.0,2.5,52.0,38.0,3.0,0.67,0.33,2.43,-63.33,-95.33,1.0,1.0,0.0,0.5,-460.0,-644.0,2.0,0.5,0.5,2.43,289.5,181.5,5.0,0.6,0.2,1.91,123.6,489.0,3.0,0.67,0.33,2.71,38.33,412.33,1.0,1.0,0.0,5.0,-214.0,825.0,1.0,0.0,0.0,1.0,214.0,-825.0,4.0,0.75,0.0,0.2,-9.25,99.75,1.0,0.0,0.0,0.0,175.0,285.0,1.0,0.0,0.0,1.0,1.0,1.0
